corpus_id,corpus_file_name,row,task_id,task_dir,answer,assessment_stage,audio_file,block_index,chance_level,d,difficulty,image,item,item_id,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,task,time_limit,trial_num,trial_type
vocab-de-DE-v1,vocab-item-bank-de-DE,17,vocab,levante-vocabulary-dev,carousel,test_response,vocab-item-014,1,0.25,-1.3925,-3.853,,das karussell,carousel,vocab_word_carousel,,,,,"carriage,dish,melon",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,18,vocab,levante-vocabulary-dev,carrot,test_response,vocab-item-015,1,0.25,-4.4345,-5,,die karotte,carrot,vocab_word_carrot,,,,,"phone,vegetable,bathtub",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,19,vocab,levante-vocabulary-dev,cassette,test_response,vocab-item-016,1,0.25,-1.2517,-3.157,,die kassette,cassette,vocab_word_cassette,,,,,"book,tape,hammock",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,20,vocab,levante-vocabulary-dev,cheese,test_response,vocab-item-017,1,0.25,-0.0719,-2.0044,,der käse,cheese,vocab_word_cheese,,,,,"butter,mud,hippopotamus",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,21,vocab,levante-vocabulary-dev,cloak,test_response,vocab-item-018,1,0.25,-0.88,-2.0727,,der Umhang,cloak,vocab_word_cloak,,,,,"cinnamon,hood,jellyfish",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,22,vocab,levante-vocabulary-dev,clothespin,test_response,vocab-item-019,1,0.25,-2.7166,-5,,die wäscheklammer,clothespin,vocab_word_clothespin,,,,,"toothpick,volleyball,hanger",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,23,vocab,levante-vocabulary-dev,coaster,test_response,vocab-item-020,1,0.25,-0.4266,-2.0973,,der untersetzer,coaster,vocab_word_coaster,,,,,"card,tablecloth,hummingbird",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,24,vocab,levante-vocabulary-dev,cork,test_response,vocab-item-021,1,0.25,-2.0911,-4.6727,,der korken,cork,vocab_word_cork,,,,,"jersey,skateboard,mascara",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,25,vocab,levante-vocabulary-dev,cornbread,test_response,vocab-item-022,1,0.25,-2.6628,-1.9,,das maisbrot,cornbread,vocab_word_cornbread,,,,,"corn,wreath,organ",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,26,vocab,levante-vocabulary-dev,corset,test_response,vocab-item-023,1,0.25,-0.041,-0.5784,,das korsett,corset,vocab_word_corset,,,,,"harness,mantle,bonsai",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,28,vocab,levante-vocabulary-dev,elbow,test_response,vocab-item-025,1,0.25,-2.2687,-4.0748,,Der Ellenbogen,elbow,vocab_word_elbow,,,,,"arm,bed,gorilla",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,29,vocab,levante-vocabulary-dev,fan,test_response,vocab-item-026,1,0.25,-4.0501,-4.2379,,der ventilator,fan,vocab_word_fan,,,,,"album,boulder,chipmunk",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,30,vocab,levante-vocabulary-dev,foam,test_response,vocab-item-027,1,0.25,-2.4014,-3.5019,,der schaumstoff,foam,vocab_word_foam,,,,,"float,quilt,asparagus",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,31,vocab,levante-vocabulary-dev,footbath,test_response,vocab-item-028,1,0.25,,-4.1368,,das fußbad,footbath,vocab_word_footbath,,,,,"trough,vest,rhinoceros",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,32,vocab,levante-vocabulary-dev,fruitcake,test_response,vocab-item-029,1,0.25,-2.7469,-3.4415,,das Früchtebrot,fruitcake,vocab_word_fruitcake,,,,,"dough,fudge,anvil",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,33,vocab,levante-vocabulary-dev,gutter,test_response,vocab-item-030,1,0.25,-0.7046,-2.52,,die dachrinne,gutter,vocab_word_gutter,,,,,"almond,filter,roofwindow",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,34,vocab,levante-vocabulary-dev,hamster,test_response,vocab-item-031,1,0.25,-4.0798,-4.2866,,der hamster,hamster,vocab_word_hamster,,,,,"rabbit,tadpole,skirt",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,35,vocab,levante-vocabulary-dev,hedgehog,test_response,vocab-item-032,1,0.25,,-4.9801,,der igel,hedgehog,vocab_word_hedgehog,,,,,"iguana,owl,dumbwaiter",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,36,vocab,levante-vocabulary-dev,hoe,test_response,vocab-item-033,1,0.25,-1.6399,-3.9736,,die hacke,hoe,vocab_word_hoe,,,,,"dustpan,peg,beaker",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,37,vocab,levante-vocabulary-dev,hopscotch,test_response,vocab-item-034,1,0.25,-2.7237,-1.2014,,Himmel und Hölle,hopscotch,vocab_word_hopscotch,,,,,"chalk,funnel,jug",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,38,vocab,levante-vocabulary-dev,kimono,test_response,vocab-item-035,1,0.25,-0.6306,-0.0669,,der kimono,kimono,vocab_word_kimono,,,,,"cardigan,turntable,cable",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,39,vocab,levante-vocabulary-dev,latch,test_response,vocab-item-036,1,0.25,-1.8556,-2.3376,,der riegel,latch,vocab_word_latch,,,,,"lock,microwave,umbrella",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,40,vocab,levante-vocabulary-dev,locker,test_response,vocab-item-037,1,0.25,-3.9611,-3.9561,,das schließfach,locker,vocab_word_locker,,,,,"basket,cabinet,gargoyle",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,42,vocab,levante-vocabulary-dev,map,test_response,vocab-item-039,1,0.25,-3.7111,-5,,die karte,map,vocab_word_map,,,,,"marker,ruby,dishwasher",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,43,vocab,levante-vocabulary-dev,marshmallow,test_response,vocab-item-040,1,0.25,,-4.1029,,das marshmallow,marshmallow,vocab_word_marshmallow,,,,,"dryer,snowball,rooster",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,44,vocab,levante-vocabulary-dev,net,test_response,vocab-item-041,1,0.25,,-4.4604,,das netz,net,vocab_word_net,,,,,"domino,tee,hydrant",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,45,vocab,levante-vocabulary-dev,oil,test_response,vocab-item-042,1,0.25,,-4.9643,,das öl,oil,vocab_word_oil,,,,,"gel,grain,bassinet",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,46,vocab,levante-vocabulary-dev,omelet,test_response,vocab-item-043,1,0.25,-2.4992,-1.6219,,das omelett,omelet,vocab_word_omelet,,,,,"clay,pancake,trunk",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,47,vocab,levante-vocabulary-dev,pie,test_response,vocab-item-044,1,0.25,,-2.2599,,der kuchen,pie,vocab_word_pie,,,,,"flashlight,pizza,sweater",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,48,vocab,levante-vocabulary-dev,pistachio,test_response,vocab-item-045,1,0.25,-2.1195,-2.4249,,die pistazie,pistachio,vocab_word_pistachio,,,,,"avocado,taco,bagpipe",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,49,vocab,levante-vocabulary-dev,pitcher,test_response,vocab-item-046,1,0.25,-0.0966,-1.6759,,der krug,pitcher,vocab_word_pitcher,,,,,"batter,tumbleweed,medal",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,50,vocab,levante-vocabulary-dev,potato,test_response,vocab-item-047,1,0.25,,-5,,die kartoffel,potato,vocab_word_potato,,,,,"glasses,pot,dragonfly",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,51,vocab,levante-vocabulary-dev,prism,test_response,vocab-item-048,1,0.25,-0.9176,-0.679,,das prisma,prism,vocab_word_prism,,,,,"radar,subway,chinchilla",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,52,vocab,levante-vocabulary-dev,puddle,test_response,vocab-item-049,1,0.25,-3.1186,-3.565,,die pfütze,puddle,vocab_word_puddle,,,,,"baseball,bubble,salami",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,53,vocab,levante-vocabulary-dev,pump,test_response,vocab-item-050,1,0.25,-1.8656,-4.1174,,die pumpe,pump,vocab_word_pump,,,,,"coat,plug,scarf",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,54,vocab,levante-vocabulary-dev,rice,test_response,vocab-item-051,1,0.25,,-4.9266,,der reis,rice,vocab_word_rice,,,,,"box,corn,bedpost",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,55,vocab,levante-vocabulary-dev,saddle,test_response,vocab-item-052,1,0.25,-2.482,-4.5687,,der sattel,saddle,vocab_word_saddle,,,,,"figurine,dogharness,broccoli",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,56,vocab,levante-vocabulary-dev,sandbag,test_response,vocab-item-053,1,0.25,-1.9166,-3.8433,,der sandsack,sandbag,vocab_word_sandbag,,,,,"sandbox,valve,octopus",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,57,vocab,levante-vocabulary-dev,scaffolding,test_response,vocab-item-054,1,0.25,-0.1618,-4.0779,,das gerüst,scaffolding,vocab_word_scaffolding,,,,,"satellite,veil,antelope",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,59,vocab,levante-vocabulary-dev,seagull,test_response,vocab-item-056,1,0.25,-3.0402,-2.5013,,die möwe,seagull,vocab_word_seagull,,,,,"lobster,pigeon,perfume",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,60,vocab,levante-vocabulary-dev,ship,test_response,vocab-item-057,1,0.25,,-1.5828,,das schiff,ship,vocab_word_ship,,,,,"boat,nose,zucchini",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,61,vocab,levante-vocabulary-dev,shower,test_response,vocab-item-058,1,0.25,-4.1759,-3.92,,die dusche,shower,vocab_word_shower,,,,,"soap,toe,cantaloupe",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,62,vocab,levante-vocabulary-dev,silverware,test_response,vocab-item-059,1,0.25,-2.3136,-0.9756,,das tafelsilber,silverware,vocab_word_silverware,,,,,"garlic,trophy,eggnog",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,63,vocab,levante-vocabulary-dev,sink,test_response,vocab-item-060,1,0.25,,-4.9065,,das waschbecken,sink,vocab_word_sink,,,,,"laundrybasket,toilet,knitting",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,64,vocab,levante-vocabulary-dev,ski,test_response,vocab-item-061,1,0.25,-3.3404,-3.3684,,Die ski ,ski,vocab_word_ski,,,,,"ice,suitcase,pincushion",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,65,vocab,levante-vocabulary-dev,sloth,test_response,vocab-item-062,1,0.25,-3.0409,-4.5114,,das faultier,sloth,vocab_word_sloth,,,,,"clam,donkey,incense",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,66,vocab,levante-vocabulary-dev,snail,test_response,vocab-item-063,1,0.25,-2.6348,-3.951,,die schnecke,snail,vocab_word_snail,,,,,"cow,worm,visor",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,67,vocab,levante-vocabulary-dev,sorbet,test_response,vocab-item-064,1,0.25,-0.111,0.0549,,das sorbet,sorbet,vocab_word_sorbet,,,,,"palette,tamale,chive",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,68,vocab,levante-vocabulary-dev,spatula,test_response,vocab-item-065,1,0.25,-1.9441,-2.8362,,der Pfannenwender,spatula,vocab_word_spatula,,,,,"pan,paddle,pheasant",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,69,vocab,levante-vocabulary-dev,sprinkler,test_response,vocab-item-066,1,0.25,-2.5125,-3.3091,,der  sprinkler,sprinkler,vocab_word_sprinkler,,,,,"flower,sparkler,charcoal",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,70,vocab,levante-vocabulary-dev,squash,test_response,vocab-item-067,1,0.25,,,,der kürbis,squash,vocab_word_squash,,,,,"branch,parsnip,gazelle",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,71,vocab,levante-vocabulary-dev,squirrel,test_response,vocab-item-068,1,0.25,,-4.3748,,das eichhörnchen,squirrel,vocab_word_squirrel,,,,,"eagle,monkey,shorts",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,72,vocab,levante-vocabulary-dev,stew,test_response,vocab-item-069,1,0.25,-0.0446,-2.2851,,der Eintopf,stew,vocab_word_stew,,,,,"pan,soup,orchid",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,73,vocab,levante-vocabulary-dev,rubber band,test_response,vocab-item-070,1,0.25,,-4.8673,,das Gummiband,rubber_band,vocab_word_rubberband,,,,,"drill,thermostat,vase",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,74,vocab,levante-vocabulary-dev,stump,test_response,vocab-item-071,1,0.25,-1.7437,-2.3426,,der stumpf,stump,vocab_word_stump,,,,,"bookshelf,log,showerhead",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,75,vocab,levante-vocabulary-dev,sunflower,test_response,vocab-item-072,1,0.25,-4.1555,-4.4959,,die sonnenblume,sunflower,vocab_word_sunflower,,,,,"pineapple,rim,pinball",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,76,vocab,levante-vocabulary-dev,swordfish,test_response,vocab-item-073,1,0.25,-0.4291,-0.1375,,der schwertfisch,swordfish,vocab_word_swordfish,,,,,"catfish,leopard,graffiti",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,77,vocab,levante-vocabulary-dev,tapestry,test_response,vocab-item-074,1,0.25,-0.8979,-0.9436,,der wandteppich,tapestry,vocab_word_tapestry,,,,,"backdrop,brickwall,forklift",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,78,vocab,levante-vocabulary-dev,teabag,test_response,vocab-item-075,1,0.25,,-2.3714,,der teebeutel,teabag,vocab_word_teabag,,,,,"fingerprint,tea,braid",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,79,vocab,levante-vocabulary-dev,telescope,test_response,vocab-item-076,1,0.25,-3.3639,-3.0658,,das teleskop,telescope,vocab_word_telescope,,,,,"tripod,windshield,anklet",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,80,vocab,levante-vocabulary-dev,thermos,test_response,vocab-item-077,1,0.25,-0.4268,-2.4,,die thermoskanne,thermos,vocab_word_thermos,,,,,"firewood,teapot,coral",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,81,vocab,levante-vocabulary-dev,treasure,test_response,vocab-item-078,1,0.25,-3.1866,-2.749,,der schatz,treasure,vocab_word_treasure,,,,,"gift,rope,lamp",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,82,vocab,levante-vocabulary-dev,trumpet,test_response,vocab-item-079,1,0.25,,-4.3307,,die trompete,trumpet,vocab_word_trumpet,,,,,"flute,violin,coleslaw",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,83,vocab,levante-vocabulary-dev,tulip,test_response,vocab-item-080,1,0.25,-1.3736,-1.0594,,die tulpe,tulip,vocab_word_tulip,,,,,"glove,rose,hubcap",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,84,vocab,levante-vocabulary-dev,turbine,test_response,vocab-item-081,1,0.25,0.1884,-1.1043,,die turbine,turbine,vocab_word_turbine,,,,,"generator,tab,pesto",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,85,vocab,levante-vocabulary-dev,turkey,test_response,vocab-item-082,1,0.25,-4.4343,-3.5321,,der truthahn,turkey,vocab_word_turkey,,,,,"goat,swan,pencil",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,86,vocab,levante-vocabulary-dev,turtle,test_response,vocab-item-083,1,0.25,,-3.6621,,die schildkröte,turtle,vocab_word_turtle,,,,,"frog,horse,railing",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,87,vocab,levante-vocabulary-dev,typewriter,test_response,vocab-item-084,1,0.25,,-1.5158,,die schreibmaschine,typewriter,vocab_word_typewriter,,,,,"printer,sunglasses,drumstick",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,88,vocab,levante-vocabulary-dev,watermelon,test_response,vocab-item-085,1,0.25,,-4.3122,,die wassermelone,watermelon,vocab_word_watermelon,,,,,"screwdriver,strawberry,crane",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,89,vocab,levante-vocabulary-dev,waterwheel,test_response,vocab-item-086,1,0.25,,-2.3651,,das wasserrad,waterwheel,vocab_word_waterwheel,,,,,"pinwheel,target,boa",clip,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,90,vocab,levante-vocabulary-dev,ant,test_response,vocab-item-087,1,0.25,,-4.2989,,die ameise,ant,vocab_word_ant,,,,,"muffin,raspberry,mint",clip,vocab,,,catch
vocab-de-DE-v1,vocab-item-bank-de-DE,91,vocab,levante-vocabulary-dev,ball,test_response,vocab-item-088,1,0.25,-4.4474,-3.1648,,die kugel,ball,vocab_word_ball,,,,,"pen,peach,snack",clip,vocab,,,catch
vocab-de-DE-v1,vocab-item-bank-de-DE,92,vocab,levante-vocabulary-dev,bear,test_response,vocab-item-089,1,0.25,-4.5134,-4.8801,,der bär,bear,vocab_word_bear,,,,,"mirror,saw,bell",clip,vocab,,,catch
vocab-de-DE-v1,vocab-item-bank-de-DE,93,vocab,levante-vocabulary-dev,duck,test_response,vocab-item-090,1,0.25,,,,die ente,duck,vocab_word_duck,,,,,"tongue,ladder,snake",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,94,vocab,levante-vocabulary-dev,fork,test_response,vocab-item-091,1,0.25,,,,die gabel,fork,vocab_word_fork,,,,,"crow,wagon,bead",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,95,vocab,levante-vocabulary-dev,kitten,test_response,vocab-item-092,1,0.25,,,,das kätzchen,kitten,vocab_word_kitten,,,,,"wrist,pillow,mattress",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,96,vocab,levante-vocabulary-dev,knee,test_response,vocab-item-093,1,0.25,,,,das knie,knee,vocab_word_knee,,,,,"face,leash,sock",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,97,vocab,levante-vocabulary-dev,milkshake,test_response,vocab-item-094,1,0.25,,,,der milchshake,milkshake,vocab_word_milkshake,,,,,"pan,needle,gate",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,98,vocab,levante-vocabulary-dev,skin,test_response,vocab-item-095,1,0.25,,,,die haut,skin,vocab_word_skin,,,,,"cardboard,drum,clock",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,99,vocab,levante-vocabulary-dev,wall,test_response,vocab-item-096,1,0.25,,,,die wand,wall,vocab_word_wall,,,,,"knob,sponge,robot",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,100,vocab,levante-vocabulary-dev,wheel,test_response,vocab-item-097,1,0.25,,,,das rad,wheel,vocab_word_wheel,,,,,"fish,bowl,meat",clip,vocab,,,practice
vocab-de-DE-v1,vocab-item-bank-de-DE,101,vocab,levante-vocabulary-dev,farm,test_response,vocab-item-098,1,0.25,,-1.5979,,der bauernhof,farm,vocab_word_farm,,,,,"zoo,park,forest",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,102,vocab,levante-vocabulary-dev,juggling,test_response,vocab-item-099,1,0.25,,-3.2036,,jonglieren,juggling,vocab_word_juggling,,,,,"running,biking,playing",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,103,vocab,levante-vocabulary-dev,dressing,test_response,vocab-item-100,1,0.25,-1.4867,-1.5887,,das Dressing,dressing,vocab_word_dressing,,,,,"juice,ketchup,flour",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,104,vocab,levante-vocabulary-dev,roof,test_response,vocab-item-101,1,0.25,-3.2605,-4.3167,,das dach,roof,vocab_word_roof,,,,,"stairs,door,fence",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,105,vocab,levante-vocabulary-dev,peeking,test_response,vocab-item-102,1,0.25,-3.2487,-2.2764,,spähen,peeking,vocab_word_peeking,,,,,"reading,playing,surfing",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,106,vocab,levante-vocabulary-dev,ruler,test_response,vocab-item-103,1,0.25,,-3.7856,,das lineal,ruler,vocab_word_ruler,,,,,"measuringtape,compass,caliper",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,107,vocab,levante-vocabulary-dev,tunnel,test_response,vocab-item-104,1,0.25,,-3.4302,,der tunnel,tunnel,vocab_word_tunnel,,,,,"pathway,waterway,cavern",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,108,vocab,levante-vocabulary-dev,envelope,test_response,vocab-item-105,1,0.25,-1.9725,-2.4459,,der umschlag,envelope,vocab_word_envelope,,,,,"checkbook,stamp,notecard",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,109,vocab,levante-vocabulary-dev,diamond,test_response,vocab-item-106,1,0.25,-2.3706,-1.0947,,der diamant,diamond,vocab_word_diamond,,,,,"ring,emerald,amethyst",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,110,vocab,levante-vocabulary-dev,calendar,test_response,vocab-item-107,1,0.25,-3.7755,-4.2087,,der kalender,calendar,vocab_word_calendar,,,,,"hourglass,sundial,notebook",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,111,vocab,levante-vocabulary-dev,panda,test_response,vocab-item-108,1,0.25,-4.0549,-2.4212,,der panda,panda,vocab_word_panda,,,,,"koala,pig,zebra",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,112,vocab,levante-vocabulary-dev,arrow,test_response,vocab-item-109,1,0.25,-0.8274,-1.5358,,der pfeil,arrow,vocab_word_arrow,,,,,"bow,feather,stick",manual,vocab,,,test
vocab-de-DE-v1,vocab-item-bank-de-DE,113,vocab,levante-vocabulary-dev,picking,test_response,vocab-item-110,1,0.25,-2.9949,-4.3044,,pflücken,picking,vocab_word_picking,,,,,"jumping,dancing,kneading",manual,vocab,,,test
