item_uid,flag,reason,n_resp,p_vlm,rpb_vlm,p_human,pb_human,p_pred_child,p_pred_age_6,p_pred_age_8,p_pred_age_10,transcript
trog_pluralmorph_boy_stand_chairs,OK,"",48,0.688,0.518,0.841,,0.831,0.866,0.810,0.914,"de jongen staat op de stoelen"
trog_comparative_fork_longer_pencil,OK,"",48,0.688,0.282,0.891,,0.831,0.877,0.929,0.970,"de vork is langer dan het potlood"
trog_abovebelow_square_below_star,OK,"",48,0.688,0.244,0.836,,0.831,0.754,0.877,0.870,"het vierkant is onder de ster"
trog_neither_boy_hat_nor_shoe,OK,"",46,0.696,0.243,0.868,,0.831,0.723,0.914,0.887,"de jongen heeft geen hoed en ook geen schoenen"
trog_xnoty_cat_big_not_black,OK,"",48,0.729,0.685,0.924,,0.831,0.873,0.942,0.935,"de kat is groot, maar niet zwart"
trog_compprepcond_instead_homework_she_do_puzzle,OK,"",45,0.733,0.374,0.618,,0.831,0.529,0.750,0.636,"In plaats van huiswerk te maken, maakte ze een puzzel in haar kamer."
trog_relclause_square_in_star_that_blue,OK,"",47,0.745,0.507,0.724,,0.831,0.642,0.782,0.697,"het vierkant zit in de ster die blauw is"
trog_abovebelow_comb_below_spoon,OK,"",48,0.750,0.391,0.834,,0.831,0.783,0.866,0.880,"de kam is onder de lepel"
trog_relclause_pencil_on_book_that_yellow,OK,"",48,0.750,0.327,0.848,,0.831,0.758,0.885,0.877,"het potlood ligt op het boek dat geel is"
trog_neither_dog_nor_ball_brown,OK,"",48,0.750,0.557,0.827,,0.831,0.522,0.876,0.939,"de hond is niet bruin en de bal ook niet"
trog_inon_pencil_on_box,OK,"",48,0.792,0.355,0.931,,0.831,0.902,0.932,0.964,"het potlood ligt op de doos"
trog_postmod_circle_in_star_yellow,OK,"",48,0.792,0.580,0.746,,0.831,0.641,0.814,0.807,"de cirkel in de ster is geel"
trog_prepphrase_he_find_under_couch,OK,"",48,0.792,0.433,0.724,,0.831,0.422,0.734,0.742,"hij vond zijn sleutels onder de bank met de kussens"
trog_revpassive_elephant_pushed_boy,OK,"",46,0.804,0.134,0.761,,0.831,0.618,0.841,0.911,"de olifant wordt door de jongen geduwd"
trog_comparative_horse_taller_wall,OK,"",48,0.813,0.153,0.940,,0.831,0.902,0.944,0.961,"het paard is langer dan de muur"
trog_neither_pencil_long_nor_red,OK,"",48,0.813,0.434,0.741,,0.831,0.593,0.814,0.851,"het potlood is niet lang en ook niet rood"
trog_3combo_boy_jump_box,OK,"",48,0.833,0.538,0.926,,0.869,0.960,0.886,0.918,"de jongen springt over de doos"
trog_notonly_notonly_bird_flower_blue,OK,"",48,0.833,0.442,0.916,,0.869,0.880,0.948,0.940,"niet alleen de vogel, maar ook de bloem is blauw"
trog_embedding_circle_star_in_red,OK,"",48,0.833,0.331,0.649,,0.869,0.600,0.643,0.705,"de cirkel waarin de ster zich bevindt, is rood"
trog_3combo_girl_sit_table,OK,"",48,0.854,0.343,0.924,,0.888,0.947,0.943,0.917,"het meisje zit op de tafel"
trog_pluralmorph_girl_drop_cups,OK,"",48,0.854,0.243,0.910,,0.888,0.889,0.868,0.987,"het meisje laat de kopjes vallen"
trog_notonly_girl_notonly_food_drink,OK,"",48,0.854,0.276,0.949,,0.888,0.853,0.969,0.988,"het meisje heeft niet alleen eten, maar ook drinken"
trog_causal_she_trip_rock_drop_book,OK,"",47,0.872,0.170,0.878,,0.888,0.889,0.789,0.895,"Ze struikelde over een steen en liet haar boeken vallen."
trog_negative_boy_not_run,OK,"",48,0.875,0.454,0.914,,0.901,0.838,0.901,0.958,"de jongen rent niet"
trog_pluralpronoun_they_jump_wall,OK,"",48,0.875,0.341,0.866,,0.901,0.750,0.886,0.926,"ze springen over de muur"
trog_pluralpronoun_elephant_carry_them,OK,"",48,0.875,0.341,0.940,,0.901,0.878,0.971,0.967,"de olifant draagt ze"
trog_postmod_pencil_on_shoe_blue,OK,"",48,0.875,0.454,0.896,,0.901,0.896,0.898,0.963,"het potlood op de schoen is blauw"
trog_depclause_she_gardener_wear_hat_flower,OK,"",48,0.875,0.306,0.812,,0.901,0.679,0.877,0.855,"zij is de tuinman die de hoed draagt met een bloem"
trog_disjunctive_he_like_however_choose,OK,"",48,0.875,0.329,0.813,,0.901,0.796,0.875,0.849,"Hij houdt van zwemmen. Hij koos er echter voor om met zijn vrienden te voetballen."
trog_pluralpronoun_they_sit_table,OK,"",48,0.896,0.330,0.931,,0.929,0.861,0.955,0.938,"ze zitten op de tafel"
trog_revactive_girl_push_horse,OK,"",48,0.896,0.070,0.947,,0.929,0.930,0.940,1.000,"het meisje duwt het paard"
trog_xnoty_boy_sit_not_eat,OK,"",48,0.896,0.139,0.965,,0.929,0.945,0.970,1.000,"de jongen zit, maar eet niet"
trog_abovebelow_star_above_circle,OK,"",48,0.896,0.355,0.925,,0.929,0.882,0.979,0.963,"de ster is boven de cirkel"
trog_negative_dog_not_sit,OK,"",48,0.917,0.357,0.949,,0.929,0.909,1.000,0.958,"de hond zit niet"
trog_comparative_box_bigger_cup,OK,"",48,0.917,0.336,0.956,,0.929,0.963,0.972,0.976,"de doos is groter dan de beker"
trog_conditional_we_picnic_if_park_sunny,OK,"",48,0.917,0.364,0.920,,0.929,0.882,0.925,1.000,"we zullen picknicken in het park als het zonnig is"
trog_2combo_big_cup,OK,"",48,0.938,0.294,0.912,,0.929,0.908,0.882,0.939,"de grote beker"
trog_negative_dog_not_drink,OK,"",48,0.938,0.246,0.924,,0.929,0.911,0.942,0.898,"de hond drinkt niet"
trog_3combo_man_eat_apple,OK,"",48,0.938,0.270,0.972,,0.929,0.973,1.000,0.962,"de man eet de appel"
trog_3combo_woman_carry_bag,OK,"",48,0.958,0.279,0.920,,0.929,0.896,0.959,0.940,"de dame draagt de tas"
trog_neither_boy_nor_horse_run,OK,"",48,0.958,0.298,0.895,,0.929,0.815,0.947,0.950,"de jongen rent niet en het paard ook niet"
trog_verb_eating,OK,"",48,0.979,0.160,0.945,,0.929,0.895,1.000,0.980,"Kies het plaatje waarop wordt gegeten."
trog_verb_picking,OK,"",48,0.979,0.147,0.912,,0.929,0.857,0.957,0.960,"Kies het plaatje waarop plukken te zien is."
trog_2combo_dog_sit,OK,"",48,0.979,0.160,0.959,,0.929,0.904,0.985,0.938,"de hond zit"
trog_notonly_notonly_girl_cat_sit,OK,"",48,0.979,0.160,0.917,,0.929,0.857,0.873,0.972,"niet alleen het meisje, maar ook de kat zit"
trog_noun_shoe,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.947,,0.950,0.800,0.961,0.968,"Kies het plaatje van de schoen."
trog_noun_bird,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.953,,0.950,0.862,0.940,0.935,"Kies het plaatje van de vogel."
trog_noun_comb,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.930,,0.950,0.800,0.900,0.968,"Kies het plaatje van de kam."
trog_noun_apple,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.978,,0.950,0.967,0.961,0.968,"Kies het plaatje van de appel."
trog_verb_sitting,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.948,,0.950,0.911,0.985,0.979,"Kies het plaatje waarop zitten te zien is."
trog_verb_running,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.926,,0.950,0.863,0.924,0.956,"Kies het plaatje waarop rennen te zien is."
trog_adjective_tall,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.932,,0.950,0.935,0.972,0.961,"Kies het plaatje waarop lang te zien is."
trog_adjective_red,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.952,,0.950,0.960,0.970,0.957,"Kies het plaatje waarop rood te zien is."
trog_adjective_black,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.973,,0.950,0.929,1.000,0.980,"Kies het plaatje waarop zwart te zien is."
trog_2combo_boy_run,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.988,,0.950,1.000,1.000,0.979,"de jongen rent"
trog_2combo_red_ball,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.982,,0.950,0.972,1.000,0.979,"de rode bal"
trog_negative_girl_not_jump,CEILING,"top of panel (p_vlm 1.00)",47,1.000,,0.958,,0.950,0.919,0.986,0.959,"het meisje springt niet"
trog_pluralmorph_cats_look_ball,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.899,,0.950,0.838,0.893,0.957,"de katten kijken naar de bal"
trog_pluralmorph_boys_pick_apples,CEILING,"top of panel (p_vlm 1.00)",47,1.000,,0.897,,0.950,0.810,0.899,0.926,"de jongens plukken de appels"
trog_inon_cup_in_box,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.894,,0.950,0.894,0.923,0.965,"de beker zit in de doos"
trog_notonly_box_notonly_big_blue,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.938,,0.950,0.857,0.949,0.951,"de doos is niet alleen groot, maar ook blauw"
