item_uid,flag,reason,n_resp,p_vlm,rpb_vlm,p_human,pb_human,p_pred_child,p_pred_age_6,p_pred_age_8,p_pred_age_10,transcript
vocab_word_artichoke,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.729,0.126,0.781,0.647,0.733,0.762,"the artichoke"
vocab_word_bamboo,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.936,0.359,0.816,0.920,0.931,0.950,"the bamboo"
vocab_word_barrel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.845,0.328,0.816,0.816,0.900,0.873,"the barrel"
vocab_word_blender,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.960,0.431,0.816,0.900,0.965,0.974,"the blender"
vocab_word_blower,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.892,0.278,0.816,0.884,0.906,0.944,"the blower"
vocab_word_bouquet,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.932,-0.015,0.816,0.905,0.961,0.990,"the bouquet"
vocab_word_buffet,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.797,0.099,0.816,0.750,0.737,0.846,"the buffet"
vocab_word_bulldozer,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.861,0.181,0.784,0.832,0.854,0.858,"the bulldozer"
vocab_word_cake,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.970,0.486,0.816,0.979,0.947,0.974,"the cake"
vocab_word_caramel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.789,0.308,0.816,0.760,0.750,0.839,"the caramel"
vocab_word_carousel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.695,0.227,0.816,0.701,0.715,0.724,"the carousel"
vocab_word_carrot,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.955,0.409,0.816,0.938,0.972,1.000,"the carrot"
vocab_word_cheese,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.712,0.091,0.816,0.632,0.635,0.758,"the cheese"
vocab_word_cloak,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.415,0.278,0.816,0.538,0.413,0.378,"the cloak"
vocab_word_clothespin,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.908,0.305,0.768,0.880,0.938,0.953,"the clothespin"
vocab_word_cork,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.795,0.265,0.816,0.769,0.811,0.827,"the cork"
vocab_word_cornbread,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.793,0.221,0.781,0.713,0.808,0.899,"the cornbread"
vocab_word_dumpling,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.549,0.336,0.780,0.514,0.454,0.563,"the dumpling"
vocab_word_elbow,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.890,0.167,0.816,0.908,0.896,0.873,"the elbow"
vocab_word_fan,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.933,0.266,0.816,0.887,0.942,0.961,"the fan"
vocab_word_foam,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.897,0.413,0.816,0.817,0.943,0.894,"the foam"
vocab_word_fruitcake,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.916,0.446,0.775,0.885,0.960,0.947,"the fruitcake"
vocab_word_gutter,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.630,0.057,0.816,0.626,0.627,0.667,"the gutter"
vocab_word_hamster,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.892,0.360,0.816,0.795,0.931,0.959,"the hamster"
vocab_word_hedgehog,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.985,,0.816,1.000,0.981,1.000,"the hedgehog"
vocab_word_hoe,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.709,0.276,0.816,0.720,0.661,0.626,"the hoe"
vocab_word_hopscotch,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.677,0.392,0.775,0.583,0.682,0.710,"the hopscotch"
vocab_word_kimono,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.571,0.293,0.785,0.313,0.523,0.650,"the kimono"
vocab_word_latch,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.636,0.275,0.816,0.608,0.629,0.684,"the latch"
vocab_word_locker,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.871,0.376,0.816,0.774,0.871,0.940,"the locker"
vocab_word_lollipop,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.931,0.340,0.816,0.925,0.968,0.941,"the lollipop"
vocab_word_map,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.926,0.328,0.816,0.917,0.950,0.962,"the map"
vocab_word_marshmallow,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.973,0.381,0.816,0.913,0.961,1.000,"the marshmallow"
vocab_word_net,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.959,,0.816,0.891,0.961,1.000,"the net"
vocab_word_oil,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.964,,0.816,0.956,0.941,1.000,"the oil"
vocab_word_omelet,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.606,0.374,0.779,0.557,0.660,0.696,"the omelet"
vocab_word_pie,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.896,0.204,0.816,0.822,0.882,0.886,"the pie"
vocab_word_pistachio,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.695,0.138,0.781,0.636,0.713,0.782,"the pistachio"
vocab_word_pitcher,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.866,-0.011,0.816,0.579,0.879,0.924,"the pitcher"
vocab_word_potato,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.970,,0.816,0.977,0.941,0.941,"the potato"
vocab_word_prism,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.692,0.091,0.816,0.509,0.682,0.810,"the prism"
vocab_word_puddle,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.887,0.324,0.816,0.835,0.939,0.925,"the puddle"
vocab_word_pump,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.948,0.160,0.816,0.914,0.975,0.978,"the pump"
vocab_word_rice,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.982,,0.816,1.000,0.961,1.000,"the rice"
vocab_word_saddle,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.926,0.440,0.816,0.891,0.968,0.985,"the saddle"
vocab_word_sandbag,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.909,0.265,0.776,0.845,0.886,0.952,"the sandbag"
vocab_word_scaffolding,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.721,-0.149,0.816,0.733,0.669,0.705,"the scaffolding"
vocab_word_scoop,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.946,-0.083,0.816,0.912,0.932,0.983,"the scoop"
vocab_word_seagull,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.876,0.471,0.816,0.774,0.889,0.944,"the seagull"
vocab_word_ship,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.790,-0.050,0.816,0.738,0.820,0.714,"the ship"
vocab_word_shower,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.935,0.372,0.816,0.920,0.929,0.979,"the shower"
vocab_word_silverware,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.798,0.247,0.816,0.555,0.816,0.945,"the silverware"
vocab_word_sink,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.894,,0.816,1.000,0.804,0.941,"the sink"
vocab_word_ski,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.776,0.563,0.816,0.655,0.782,0.870,"the ski"
vocab_word_sloth,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.925,0.437,0.816,0.924,0.940,0.945,"the sloth"
vocab_word_snail,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.954,0.202,0.816,0.953,0.958,0.968,"the snail"
vocab_word_sorbet,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.537,-0.026,0.779,0.357,0.474,0.580,"the sorbet"
vocab_word_spatula,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.776,0.145,0.783,0.784,0.778,0.830,"the spatula"
vocab_word_sprinkler,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.760,0.204,0.816,0.721,0.731,0.746,"the sprinkler"
vocab_word_squash,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.083,0.257,0.816,0.250,0.250,0.250,"the squash"
vocab_word_squirrel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.981,,0.816,1.000,0.980,1.000,"the squirrel"
vocab_word_stew,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.837,-0.163,0.816,0.718,0.805,0.828,"the stew"
vocab_word_rubberband,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.940,,0.816,0.857,0.941,0.926,"the rubber band"
vocab_word_stump,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.571,0.278,0.816,0.690,0.563,0.531,"the stump"
vocab_word_sunflower,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.927,0.447,0.816,0.889,0.971,0.915,"the sunflower"
vocab_word_swordfish,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.650,0.072,0.780,0.500,0.577,0.694,"the swordfish"
vocab_word_teabag,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.863,0.598,0.772,0.805,0.783,0.844,"the teabag"
vocab_word_telescope,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.887,0.238,0.816,0.795,0.932,0.943,"the telescope"
vocab_word_thermos,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.914,0.169,0.779,0.840,0.908,0.931,"the thermos"
vocab_word_treasure,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.831,0.404,0.816,0.800,0.817,0.909,"the treasure"
vocab_word_trumpet,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.977,,0.816,0.975,0.955,0.969,"the trumpet"
vocab_word_tulip,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.648,0.036,0.816,0.456,0.661,0.736,"the tulip"
vocab_word_turkey,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.879,0.430,0.816,0.866,0.881,0.896,"the turkey"
vocab_word_turtle,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.977,,0.816,0.974,1.000,0.903,"the turtle"
vocab_word_typewriter,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.811,0.283,0.816,0.641,0.829,0.938,"the typewriter"
vocab_word_watermelon,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.983,,0.816,0.974,0.976,1.000,"the watermelon"
vocab_word_waterwheel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.823,0.351,0.769,0.632,0.786,0.806,"the waterwheel"
vocab_word_ant,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.983,,0.816,0.974,0.976,1.000,"the ant"
vocab_word_ball,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.936,0.295,0.816,0.953,0.912,0.889,"the ball"
vocab_word_bear,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.957,,0.816,0.941,0.970,0.955,"the bear"
vocab_word_duck,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the duck"
vocab_word_fork,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the fork"
vocab_word_kitten,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the kitten"
vocab_word_knee,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the knee"
vocab_word_milkshake,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the milkshake"
vocab_word_skin,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the skin"
vocab_word_wall,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the wall"
vocab_word_wheel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,,,0.816,0.750,0.815,0.851,"the wheel"
vocab_word_farm,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.852,0.227,0.816,0.892,0.800,0.839,"the farm"
vocab_word_juggling,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.959,,0.816,1.000,0.949,1.000,"juggling"
vocab_word_dressing,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.580,0.121,0.816,0.538,0.638,0.670,"the dressing"
vocab_word_roof,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.915,0.361,0.816,0.867,0.905,0.959,"the roof"
vocab_word_peeking,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.815,0.370,0.785,0.714,0.770,0.870,"peeking"
vocab_word_ruler,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.929,0.511,0.816,0.879,0.949,0.967,"the ruler"
vocab_word_tunnel,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.939,,0.816,0.844,0.895,1.000,"the tunnel"
vocab_word_envelope,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.847,0.255,0.816,0.792,0.889,0.940,"the envelope"
vocab_word_diamond,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.772,0.244,0.816,0.636,0.795,0.875,"the diamond"
vocab_word_calendar,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.814,0.453,0.816,0.657,0.841,0.929,"the calendar"
vocab_word_panda,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.877,0.153,0.816,0.803,0.918,0.929,"the panda"
vocab_word_arrow,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.743,0.085,0.816,0.674,0.719,0.828,"the arrow"
vocab_word_picking,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.821,0.429,0.816,0.720,0.853,0.893,"picking"
vocab_word_dripping,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.705,0.174,0.816,0.642,0.667,0.737,"dripping"
vocab_word_knight,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.881,0.309,0.816,0.778,0.833,0.867,"the knight"
vocab_word_delivering,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.718,0.285,0.816,0.724,0.703,0.778,"delivering"
vocab_word_dentist,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.813,0.399,0.816,0.670,0.836,0.887,"the dentist"
vocab_word_uniform,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.712,-0.019,0.816,0.540,0.658,0.750,"the uniform"
vocab_word_furry,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.844,0.171,0.816,0.789,0.846,0.839,"furry"
vocab_word_fetch,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.797,0.395,0.816,0.577,0.861,0.835,"fetch"
vocab_word_beret,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.623,-0.009,0.784,0.437,0.544,0.616,"the beret"
vocab_word_applaud,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.950,0.466,0.816,0.941,0.963,0.917,"applaud"
vocab_word_timid,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.841,-0.529,0.816,0.769,0.864,0.836,"timid"
vocab_word_camp,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.830,0.299,0.816,0.823,0.844,0.805,"the camp"
vocab_word_tumble,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.891,0.204,0.816,0.818,0.917,0.918,"tumble"
vocab_word_wetland,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.674,0.217,0.816,0.548,0.631,0.745,"the wetland"
vocab_word_baywindow,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.644,-0.092,0.761,0.360,0.556,0.577,"the baywindow"
vocab_word_ecstatic,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.175,0.024,0.816,0.250,0.250,0.250,"ecstatic"
vocab_word_rickety,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.681,0.406,0.780,0.562,0.640,0.732,"rickety"
vocab_word_slope,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.533,0.071,0.816,0.250,0.440,0.602,"the slope"
vocab_word_intersection,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.635,0.132,0.816,0.720,0.576,0.690,"the intersection"
vocab_word_kazoo,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.414,-0.052,0.775,0.462,0.500,0.437,"the kazoo"
vocab_word_chat,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.795,0.424,0.816,0.792,0.762,0.833,"chat"
vocab_word_colony,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.500,0.425,0.816,,0.364,0.500,"the colony"
vocab_word_awning,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.723,-0.178,0.780,0.662,0.791,0.747,"the awning"
vocab_word_mammalogy,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.668,-0.306,0.767,0.474,0.528,0.672,"mammalogy"
vocab_word_percussion,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.532,0.446,0.816,0.357,0.415,0.567,"the percussion"
vocab_word_mischievous,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.758,0.257,0.816,0.600,0.597,0.761,"mischievous"
vocab_word_turnstile,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.556,0.621,0.775,,,0.857,"the turnstile"
vocab_word_steam,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.812,0.256,0.816,0.747,0.816,0.848,"the steam"
vocab_word_bandage,CEILING,"top of panel (p_vlm 1.00)",12,1.000,,0.783,0.171,0.816,0.712,0.750,0.875,"the bandage"
