priority,item_uid,flag,p_vlm,p_human,p_pred_child,transcript
122,vocab_word_arrow,CEILING,1.000,0.743,0.856,"the arrow"
123,vocab_word_picking,CEILING,1.000,0.821,0.856,"picking"
124,vocab_word_dripping,CEILING,1.000,0.705,0.856,"dripping"
125,vocab_word_knight,CEILING,1.000,0.881,0.856,"the knight"
126,vocab_word_delivering,CEILING,1.000,0.718,0.856,"delivering"
127,vocab_word_dentist,CEILING,1.000,0.813,0.856,"the dentist"
128,vocab_word_uniform,CEILING,1.000,0.712,0.856,"the uniform"
129,vocab_word_furry,CEILING,1.000,0.844,0.856,"furry"
130,vocab_word_fetch,CEILING,1.000,0.797,0.856,"fetch"
131,vocab_word_applaud,CEILING,1.000,0.950,0.856,"applaud"
132,vocab_word_camp,CEILING,1.000,0.830,0.856,"the camp"
133,vocab_word_tumble,CEILING,1.000,0.891,0.856,"tumble"
134,vocab_word_kazoo,CEILING,1.000,0.414,0.811,"the kazoo"
135,vocab_word_chat,CEILING,1.000,0.795,0.856,"chat"
136,vocab_word_steam,CEILING,1.000,0.812,0.856,"the steam"
137,vocab_word_bandage,CEILING,1.000,0.783,0.856,"the bandage"
