item_uid,flag,reason,n_resp,p_vlm,rpb_vlm,p_human,pb_human,p_pred_child,p_pred_age_6,p_pred_age_8,p_pred_age_10,transcript
trog_postmod_boy_chasing_horse_tall,OK,"",86,0.593,0.427,0.827,0.308,0.811,0.806,0.849,0.817,"the boy chasing the horse is tall"
trog_conditional_teacher_give_if_stand_line,OK,"",82,0.610,0.200,0.867,0.413,0.811,0.800,0.892,0.923,"The teacher will give the students cake if they stand in a line."
trog_conditional_we_dance_if_music_play,OK,"",87,0.621,0.277,0.721,0.232,0.811,0.578,0.719,0.830,"We will dance together if there is music playing."
trog_conjcoord_kid_clean_but_forget,OK,"",87,0.632,0.556,0.831,,0.811,0.720,0.857,1.000,"The kids cleaned the room, but forgot to put away the train."
trog_revpassive_cow_pushed_man,OK,"",88,0.648,0.490,0.783,0.431,0.811,0.676,0.852,0.887,"the cow is pushed by the man"
trog_disjunctive_he_wear_despite_size,OK,"",87,0.667,0.603,0.719,0.063,0.811,0.828,0.714,0.703,"He wore the clown's hat despite its large size."
trog_comparative_horse_taller_wall,OK,"",88,0.682,0.230,0.944,0.173,0.829,0.900,0.968,0.974,"the horse is taller than the wall"
trog_revactive_boy_chase_sheep,OK,"",88,0.693,0.356,0.926,0.326,0.829,0.867,0.966,0.912,"the boy is chasing the sheep"
trog_disjunctive_although_hot_i_wear,OK,"",86,0.721,0.459,0.845,0.301,0.829,0.743,0.909,0.895,"Although it is hot outside, I am wearing a jacket with a hood."
trog_preploc_plane_gray_above_cloud,OK,"",87,0.724,0.195,0.821,0.469,0.829,0.789,0.667,1.000,"The plane that is gray is above the clouds."
trog_abovebelow_pencil_above_flower,OK,"",88,0.727,0.703,0.896,0.018,0.829,0.761,0.908,0.932,"the pencil is above the flower"
trog_conjcoord_monkey_eat_nor_swing,OK,"",86,0.744,0.412,0.867,0.489,0.829,0.810,0.857,0.857,"The monkey neither ate the banana nor swung on the vine."
trog_neither_pencil_long_nor_red,OK,"",87,0.747,0.592,0.693,0.425,0.829,0.529,0.711,0.794,"the pencil is neither long nor red"
trog_neither_boy_hat_nor_shoe,OK,"",86,0.756,0.440,0.872,-0.063,0.829,0.757,0.884,0.903,"the boy has neither hat nor shoes"
trog_comparative_fork_longer_pencil,OK,"",88,0.784,0.443,0.874,0.271,0.829,0.842,0.905,0.917,"the fork is longer than the pencil"
trog_inon_circle_in_star,OK,"",88,0.795,0.748,0.766,0.055,0.829,0.759,0.698,0.790,"the circle is in the star"
trog_inon_fork_on_shoe,OK,"",88,0.795,0.520,0.909,-0.091,0.829,0.875,0.891,0.948,"the fork is on the shoe"
trog_postmod_cow_chasing_cat_brown,OK,"",88,0.795,0.238,0.736,-0.057,0.829,0.534,0.734,0.784,"the cow chasing the cat is brown"
trog_relclause_person_chase_dog_that_big,OK,"",87,0.805,0.458,0.892,0.449,0.829,0.880,0.929,0.929,"The person chases the dog that is big."
trog_xnoty_box_not_chair_red,OK,"",88,0.818,0.642,0.901,-0.070,0.829,0.798,0.918,0.920,"the box but not the chair is red"
trog_revactive_cow_push_lady,OK,"",85,0.824,0.583,0.918,0.435,0.829,0.865,0.920,0.968,"the cow is pushing the lady"
trog_postmod_circle_in_star_yellow,OK,"",88,0.830,0.340,0.717,0.099,0.829,0.630,0.742,0.754,"the circle in the star is yellow"
trog_neither_dog_nor_ball_brown,OK,"",88,0.830,0.557,0.798,0.027,0.829,0.500,0.826,0.860,"neither the dog nor the ball is brown"
trog_abovebelow_comb_below_spoon,OK,"",88,0.841,0.523,0.788,0.093,0.829,0.748,0.801,0.834,"the comb is below the spoon"
trog_temporal_student_open_notebook_draw_tree,OK,"",88,0.841,0.479,0.892,-0.291,0.829,0.800,0.858,0.940,"the student opened the notebook and drew a tree"
trog_disjunctive_he_like_however_choose,OK,"",87,0.851,0.485,0.802,0.508,0.829,0.744,0.816,0.847,"He likes swimming. However, he chose to play soccer with his friends."
trog_pluralpronoun_cow_look_them,OK,"",88,0.852,0.640,0.875,0.397,0.829,0.794,0.855,0.939,"the cow is looking at them"
trog_gerund_bump_table_case_book_fall,OK,"",87,0.862,0.412,0.806,0.249,0.829,0.659,0.831,0.848,"Bumping the table with my foot caused a book to fall."
trog_relclause_pencil_on_book_that_yellow,OK,"",88,0.864,0.610,0.792,0.576,0.829,0.709,0.812,0.850,"the pencil is on the book that is yellow"
trog_revpassive_elephant_pushed_boy,OK,"",87,0.874,0.031,0.746,0.530,0.829,0.633,0.840,0.839,"the elephant is pushed by the boy"
trog_postmod_pencil_on_shoe_blue,OK,"",87,0.885,0.585,0.902,0.019,0.829,0.870,0.883,0.949,"the pencil on the shoe is blue"
trog_prepphrase_he_find_under_couch,OK,"",87,0.885,0.413,0.725,-0.067,0.829,0.407,0.755,0.758,"he found his keys under the couch with the pillows"
trog_pluralmorph_boy_stand_chairs,OK,"",88,0.886,0.414,0.843,0.038,0.833,0.800,0.809,0.927,"the boy stands on the chairs"
trog_comparative_shoe_bigger_bird,OK,"",88,0.886,0.493,0.895,0.049,0.833,0.843,0.898,0.946,"the shoe is bigger than the bird"
trog_notonly_notonly_bird_flower_blue,OK,"",88,0.886,0.544,0.911,0.137,0.833,0.839,0.938,0.944,"not only the bird but also the flower is blue"
trog_relclause_square_in_star_that_blue,OK,"",88,0.886,0.608,0.670,0.203,0.833,0.567,0.652,0.697,"the square is in the star that is blue"
trog_pluralmorph_girl_drop_cups,OK,"",88,0.898,0.241,0.903,-0.141,0.834,0.836,0.884,0.958,"the girl drops the cups"
trog_compprepcond_instead_homework_she_do_puzzle,OK,"",85,0.906,0.400,0.618,0.136,0.834,0.529,0.750,0.636,"Instead of doing homework she did a puzzle in her room."
trog_xnoty_cat_big_not_black,OK,"",88,0.909,0.586,0.908,-0.027,0.861,0.846,0.935,0.921,"the cat is big but not black"
trog_notonly_notonly_girl_cat_sit,OK,"",88,0.909,0.287,0.901,0.166,0.861,0.829,0.881,0.963,"not only the girl but also the cat is sitting"
trog_abovebelow_star_above_circle,OK,"",88,0.920,0.516,0.925,-0.091,0.861,0.902,0.940,0.952,"the star is above the circle"
trog_abovebelow_square_below_star,OK,"",88,0.920,0.373,0.794,0.145,0.861,0.663,0.851,0.825,"the square is below the star"
trog_notonly_girl_notonly_food_drink,OK,"",88,0.920,0.457,0.955,-0.115,0.861,0.877,0.966,0.994,"the girl has not only food but also a drink"
trog_neither_boy_nor_horse_run,OK,"",88,0.920,0.138,0.895,-0.116,0.861,0.789,0.933,0.951,"neither the boy nor the horse is running"
trog_pluralpronoun_they_jump_wall,OK,"",88,0.932,0.362,0.838,0.365,0.861,0.713,0.840,0.930,"they are jumping over the wall"
trog_conditional_we_picnic_if_park_sunny,OK,"",88,0.932,0.045,0.917,-0.140,0.861,0.905,0.892,0.975,"we will have a picnic in the park if it is sunny"
trog_inon_pencil_on_box,OK,"",87,0.943,0.478,0.934,-0.047,0.861,0.874,0.935,0.938,"the pencil is on the box"
trog_embedding_circle_star_in_red,OK,"",88,0.943,0.162,0.598,0.042,0.861,0.500,0.577,0.613,"the circle the star is in is red"
trog_depclause_she_gardener_wear_hat_flower,OK,"",87,0.954,0.417,0.808,-0.177,0.861,0.686,0.815,0.854,"she is the gardener who wears the hat that has a flower"
trog_3combo_girl_sit_table,OK,"",88,0.955,0.458,0.905,0.473,0.904,0.912,0.939,0.915,"the girl is sitting on the table"
trog_pluralpronoun_elephant_carry_them,OK,"",88,0.955,0.088,0.912,0.378,0.904,0.843,0.946,0.977,"the elephant is carrying them"
trog_revactive_girl_push_horse,OK,"",88,0.955,0.244,0.936,0.275,0.904,0.892,0.931,0.984,"the girl is pushing the horse"
trog_pluralmorph_cats_look_ball,OK,"",88,0.955,0.305,0.888,0.272,0.904,0.811,0.893,0.961,"the cats look at the ball"
trog_notonly_box_notonly_big_blue,OK,"",88,0.955,0.348,0.927,0.050,0.904,0.843,0.904,0.949,"the box is not only big but also blue"
trog_causal_she_trip_rock_drop_book,OK,"",87,0.966,0.334,0.878,0.348,0.909,0.889,0.789,0.895,"She tripped on a rock and dropped her books."
trog_verb_running,OK,"",88,0.966,0.326,0.919,0.573,0.909,0.861,0.938,0.944,"Choose the picture that shows running."
trog_3combo_man_eat_apple,OK,"",88,0.966,0.386,0.952,0.572,0.909,0.946,0.988,0.952,"the man is eating the apple"
trog_3combo_woman_carry_bag,OK,"",88,0.966,0.294,0.897,0.330,0.909,0.873,0.920,0.940,"the lady is carrying the bag"
trog_2combo_big_cup,OK,"",88,0.977,0.249,0.905,0.218,0.909,0.873,0.893,0.950,"the big cup"
trog_pluralmorph_boys_pick_apples,OK,"",87,0.989,0.142,0.892,0.175,0.909,0.759,0.877,0.922,"the boys pick the apples"
trog_2combo_boy_run,OK,"",88,0.989,0.142,0.963,,0.922,0.967,0.988,0.964,"the boy is running"
trog_negative_boy_not_run,OK,"",88,0.989,0.179,0.888,0.307,0.922,0.814,0.878,0.952,"the boy is not running"
trog_negative_girl_not_jump,OK,"",88,0.989,0.198,0.941,0.534,0.922,0.897,0.944,0.953,"the girl is not jumping"
trog_negative_dog_not_sit,OK,"",88,0.989,0.198,0.926,0.219,0.922,0.868,1.000,0.948,"the dog is not sitting"
trog_3combo_boy_jump_box,OK,"",88,0.989,0.188,0.912,0.288,0.922,0.937,0.897,0.900,"the boy is jumping over the box"
trog_pluralpronoun_they_sit_table,OK,"",88,0.989,0.114,0.894,0.354,0.922,0.827,0.911,0.905,"they are sitting on the table"
trog_comparative_box_bigger_cup,OK,"",88,0.989,0.151,0.963,,0.922,0.959,0.968,0.983,"the box is bigger than the cup"
trog_xnoty_boy_sit_not_eat,OK,"",88,0.989,0.253,0.972,,0.922,0.950,0.982,1.000,"the boy is sitting but not eating"
trog_noun_shoe,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.947,,0.947,0.800,0.961,0.968,"Choose the picture of the shoe."
trog_noun_bird,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.953,,0.947,0.862,0.940,0.938,"Choose the picture of the bird."
trog_noun_comb,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.930,,0.947,0.800,0.900,0.968,"Choose the picture of the comb."
trog_noun_apple,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.975,,0.947,0.967,0.961,0.968,"Choose the picture of the apple."
trog_verb_eating,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.925,0.641,0.947,0.863,0.975,0.948,"Choose the picture that shows eating."
trog_verb_picking,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.893,0.508,0.947,0.835,0.892,0.968,"Choose the picture that shows picking."
trog_verb_sitting,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.943,0.547,0.947,0.911,0.975,0.982,"Choose the picture that shows sitting."
trog_adjective_long,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.966,0.522,0.947,0.920,1.000,1.000,"Choose the picture that shows long."
trog_adjective_red,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.943,0.635,0.947,0.934,0.963,0.949,"Choose the picture that shows red."
trog_adjective_black,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.958,0.413,0.947,0.910,0.988,0.951,"Choose the picture that shows black."
trog_2combo_dog_sit,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.946,0.556,0.947,0.862,0.976,0.930,"the dog is sitting"
trog_2combo_red_ball,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.973,0.374,0.947,0.943,1.000,0.964,"the red ball"
trog_negative_dog_not_drink,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.908,0.622,0.947,0.873,0.918,0.885,"the dog is not drinking"
trog_inon_cup_in_box,CEILING,"top of panel (p_vlm 1.00)",88,1.000,,0.878,0.099,0.947,0.833,0.924,0.953,"the cup is in the box"
