item_uid,flag,reason,n_resp,p_vlm,rpb_vlm,p_human,pb_human,p_pred_child,p_pred_age_6,p_pred_age_8,p_pred_age_10,transcript
trog_revpassrelclause_girl_wearing_backpack_shown_flower,HARD,"bottom of panel (p_vlm 0.45)",38,0.447,0.261,0.650,0.343,0.702,0.538,0.733,0.643,"Dem Mädchen, das einen Rucksack trägt, wurde von seiner Freundin eine Blume gezeigt."
trog_abovebelow_comb_below_spoon,HARD,"bottom of panel (p_vlm 0.46)",48,0.458,0.591,0.834,0.137,0.702,0.783,0.866,0.880,"der Kamm ist unter dem Löffel"
trog_additive_hose_drink_sheep_eat,HARD,"bottom of panel (p_vlm 0.49)",47,0.489,0.338,0.941,0.037,0.702,0.885,0.940,0.987,"Das Pferd trank Wasser bei der Scheune und das Schaf fraß Gras am Zaun."
trog_relclause_girl_chase_dog_that_big,HARD,"bottom of panel (p_vlm 0.50)",46,0.500,0.314,0.923,0.232,0.787,0.909,0.930,0.941,"das Mädchen jagt den Hund, der groß ist"
trog_embedding_boy_dog_chase_big,HARD,"bottom of panel (p_vlm 0.50)",46,0.500,0.249,0.242,-0.106,0.787,0.250,0.289,0.269,"der Junge, den der Hund jagt, ist groß"
trog_preploc_plane_gray_above_cloud,HARD,"bottom of panel (p_vlm 0.50)",48,0.500,-0.021,0.820,0.119,0.787,0.789,0.667,1.000,"Das Flugzeug, das grau ist, befindet sich über den Wolken."
trog_revactive_boy_chase_sheep,OK,"",48,0.521,0.478,0.954,0.031,0.839,0.920,0.971,0.935,"der Junge jagt das Schaf"
trog_conjcoord_kid_clean_but_forget,OK,"",48,0.521,0.518,0.837,0.286,0.839,0.720,0.857,1.000,"Die Kinder haben das Zimmer aufgeräumt, aber haben vergessen, die Eisenbahn wegzustellen."
trog_revpassive_horse_chased_man,OK,"",48,0.542,0.125,0.798,0.126,0.839,0.676,0.866,0.931,"das Pferd wird von dem Mann gejagt"
trog_conditional_teacher_give_if_stand_line,OK,"",36,0.556,0.201,0.869,0.214,0.839,0.800,0.892,0.923,"Die Lehrerin gibt den Schülern Kuchen, wenn sie in einer Reihe stehen."
trog_neither_boy_hat_nor_shoe,OK,"",43,0.558,0.512,0.868,0.025,0.839,0.723,0.914,0.887,"der Junge hat weder Hut noch Schuhe"
trog_abovebelow_square_below_star,OK,"",48,0.563,0.415,0.836,0.160,0.839,0.754,0.877,0.870,"das Quadrat ist unter dem Stern"
trog_conditional_we_dance_if_music_play,OK,"",47,0.574,0.335,0.770,-0.124,0.839,0.579,0.818,0.908,"Wir tanzen zusammen, wenn Musik läuft."
trog_revpassive_girl_chased_horse,OK,"",48,0.583,0.319,0.889,0.165,0.839,0.805,0.900,0.971,"das Mädchen wird vom Pferd gejagt"
trog_relclause_person_chase_dog_that_big,OK,"",48,0.604,0.535,0.892,0.199,0.839,0.880,0.929,0.929,"Die Person jagt den Hund, der groß ist."
trog_comparative_horse_taller_wall,OK,"",48,0.625,0.099,0.940,0.134,0.839,0.902,0.944,0.961,"das Pferd ist größer als die Mauer"
trog_inon_fork_on_shoe,OK,"",48,0.625,0.734,0.915,0.020,0.839,0.861,0.914,0.951,"die Gabel ist auf dem Schuh"
trog_postmod_cow_chasing_cat_brown,OK,"",48,0.625,0.281,0.764,0.007,0.839,0.577,0.835,0.880,"die Kuh, die die Katze jagt, ist braun"
trog_revpassive_cow_pushed_man,OK,"",47,0.638,0.322,0.805,0.063,0.839,0.729,0.864,0.900,"die Kuh wird von dem Mann geschoben"
trog_abovebelow_pencil_above_flower,OK,"",48,0.646,0.502,0.890,-0.076,0.839,0.754,0.927,0.963,"der Bleistift ist über der Blume"
trog_embedding_book_pencil_on_red,OK,"",48,0.646,0.620,0.682,-0.066,0.839,0.600,0.701,0.785,"das Buch, auf dem der Bleistift liegt, ist rot"
trog_disjunctive_although_hot_i_wear,OK,"",48,0.646,0.700,0.844,0.117,0.839,0.743,0.909,0.895,"Obwohl es draußen heiß ist, trage ich eine Jacke mit Kapuze."
trog_revactive_man_chase_dog,OK,"",46,0.652,0.067,0.951,0.074,0.839,0.972,0.956,0.938,"der Mann jagt den Hund"
trog_disjunctive_he_wear_despite_size,OK,"",48,0.667,0.301,0.724,0.265,0.839,0.828,0.735,0.722,"Er trug die Mütze vom Clown, obwohl sie so groß ist."
trog_compprepcond_instead_homework_she_do_puzzle,OK,"",43,0.674,0.424,0.618,0.262,0.839,0.529,0.750,0.636,"Anstatt Hausaufgaben zu machen, hat sie in ihrem Zimmer ein Puzzle gemacht."
trog_relclause_pencil_on_book_that_yellow,OK,"",48,0.688,0.511,0.848,0.203,0.851,0.758,0.885,0.877,"der Bleistift ist auf dem Buch, das gelb ist"
trog_conjcoord_monkey_eat_nor_swing,OK,"",48,0.688,0.368,0.866,0.152,0.851,0.810,0.857,0.846,"Der Affe hat weder die Banane gegessen noch sich an der Liane geschwungen."
trog_temporal_student_open_notebook_draw_tree,OK,"",47,0.702,0.292,0.886,0.066,0.854,0.784,0.887,0.959,"der Schüler öffnete das Heft und zeichnete einen Baum"
trog_comparative_fork_longer_pencil,OK,"",48,0.708,0.502,0.891,0.000,0.854,0.877,0.929,0.970,"die Gabel ist länger als der Bleistift"
trog_xnoty_box_not_chair_red,OK,"",48,0.708,0.682,0.904,0.017,0.854,0.753,0.931,0.936,"die Schachtel, aber nicht der Stuhl ist rot"
trog_revactive_cow_push_lady,OK,"",43,0.721,0.504,0.959,0.031,0.854,0.941,0.969,1.000,"die Kuh schiebt die Dame"
trog_pluralpronoun_they_jump_wall,OK,"",48,0.729,0.568,0.866,0.126,0.854,0.750,0.886,0.926,"sie springen über die Mauer."
trog_neither_pencil_long_nor_red,OK,"",47,0.745,0.661,0.741,0.183,0.854,0.593,0.814,0.851,"der Bleistift ist weder lang noch rot"
trog_pluralmorph_boy_stand_chairs,OK,"",48,0.750,0.417,0.841,0.019,0.854,0.866,0.810,0.914,"der Junge steht auf den Stühlen"
trog_inon_circle_in_star,OK,"",48,0.750,0.621,0.801,0.020,0.854,0.789,0.702,0.904,"der Kreis ist im Stern"
trog_gerund_bump_table_case_book_fall,OK,"",48,0.750,0.364,0.836,0.228,0.854,0.698,0.895,0.891,"Beim Anstoßen des Tisches mit meinem Fuß ist ein Buch heruntergefallen."
trog_comparative_shoe_bigger_bird,OK,"",48,0.771,0.191,0.880,0.062,0.854,0.831,0.900,0.963,"der Schuh ist größer als der Vogel"
trog_abovebelow_star_above_circle,OK,"",48,0.771,0.474,0.925,-0.019,0.854,0.882,0.979,0.963,"der Stern ist über dem Kreis"
trog_notonly_girl_notonly_food_drink,OK,"",48,0.771,0.577,0.949,-0.047,0.854,0.853,0.969,0.988,"das Mädchen hat nicht nur Essen, sondern auch ein Getränk"
trog_pluralpronoun_cow_look_them,OK,"",48,0.792,0.558,0.883,0.071,0.854,0.864,0.846,0.937,"Die Kuh sieht die Frauen an."
trog_neither_dog_nor_ball_brown,OK,"",48,0.792,0.225,0.827,0.001,0.854,0.522,0.876,0.939,"weder der Hund noch der Ball sind braun"
trog_inon_pencil_on_box,OK,"",48,0.813,0.527,0.931,-0.014,0.866,0.902,0.932,0.964,"der Bleistift ist auf der Schachtel"
trog_postmod_circle_in_star_yellow,OK,"",48,0.813,0.615,0.746,0.015,0.866,0.641,0.814,0.807,"der Kreis im Stern ist gelb"
trog_xnoty_cat_big_not_black,OK,"",48,0.813,0.417,0.924,0.054,0.866,0.873,0.942,0.935,"die Katze ist groß, aber nicht schwarz"
trog_notonly_notonly_bird_flower_blue,OK,"",48,0.813,0.657,0.916,0.031,0.866,0.880,0.948,0.940,"nicht nur der Vogel, sondern auch die Blume ist blau"
trog_prepphrase_he_find_under_couch,OK,"",48,0.813,0.367,0.724,-0.064,0.866,0.422,0.734,0.742,"er fand seine Schlüssel unter der Couch mit den Kissen"
trog_pluralpronoun_elephant_carry_them,OK,"",48,0.833,0.334,0.940,0.230,0.883,0.878,0.971,0.967,"der Elefant trägt sie"
trog_postmod_pencil_on_shoe_blue,OK,"",48,0.833,0.656,0.896,0.002,0.883,0.896,0.898,0.963,"der Bleistift auf dem Schuh ist blau"
trog_relclause_square_in_star_that_blue,OK,"",48,0.833,0.584,0.724,0.030,0.883,0.642,0.782,0.697,"das Quadrat ist in dem Stern, der blau ist"
trog_xnoty_boy_sit_not_eat,OK,"",48,0.854,0.431,0.965,0.039,0.888,0.945,0.970,1.000,"der Junge sitzt, aber er isst nichts"
trog_causal_she_trip_rock_drop_book,OK,"",48,0.854,0.573,0.878,0.228,0.888,0.889,0.789,0.895,"Sie stolperte über einen Stein und ließ ihre Bücher fallen."
trog_3combo_boy_jump_box,OK,"",48,0.875,0.446,0.926,0.175,0.888,0.960,0.886,0.918,"der Junge springt über den Kasten."
trog_depclause_she_gardener_wear_hat_flower,OK,"",48,0.875,0.587,0.812,-0.045,0.888,0.679,0.877,0.855,"sie ist die Gärtnerin, die den Hut mit einer Blume trägt"
trog_3combo_girl_sit_table,OK,"",48,0.896,0.487,0.924,0.071,0.888,0.947,0.943,0.917,"das Mädchen sitzt auf dem Tisch."
trog_revactive_girl_push_horse,OK,"",48,0.896,0.394,0.947,0.122,0.888,0.930,0.940,1.000,"das Mädchen schiebt das Pferd"
trog_pluralmorph_cats_look_ball,OK,"",48,0.896,0.510,0.899,0.057,0.888,0.838,0.893,0.957,"die Katzen schauen auf den Ball"
trog_conditional_we_picnic_if_park_sunny,OK,"",48,0.917,0.178,0.920,0.040,0.888,0.882,0.925,1.000,"Wenn es sonnig ist, werden wir im Park ein Picknick machen."
trog_disjunctive_he_like_however_choose,OK,"",48,0.917,0.432,0.813,0.164,0.888,0.796,0.875,0.849,"Er schwimmt gerne, aber er hat sich entschieden, mit seinen Freunden Fußball zu spielen."
trog_negative_dog_not_drink,OK,"",48,0.938,0.367,0.924,0.127,0.888,0.911,0.942,0.898,"der Hund trinkt nicht."
trog_neither_boy_nor_horse_run,OK,"",48,0.938,0.331,0.895,-0.032,0.888,0.815,0.947,0.950,"weder der Junge noch das Pferd rennt"
trog_negative_dog_not_sit,OK,"",48,0.958,0.249,0.949,-0.068,0.888,0.909,1.000,0.958,"der Hund sitzt nicht."
trog_pluralpronoun_they_sit_table,OK,"",48,0.958,0.187,0.931,0.082,0.888,0.861,0.955,0.938,"sie sitzen auf dem Tisch."
trog_pluralmorph_girl_drop_cups,OK,"",48,0.958,0.004,0.910,0.005,0.888,0.889,0.868,0.987,"das Mädchen lässt die Tassen fallen"
trog_notonly_box_notonly_big_blue,OK,"",48,0.958,0.345,0.938,-0.022,0.888,0.857,0.949,0.951,"die Box ist nicht nur groß, sondern auch blau"
trog_revpassive_elephant_pushed_boy,OK,"",46,0.978,-0.016,0.761,0.076,0.888,0.618,0.841,0.911,"der Elefant wird von dem Jungen geschoben"
trog_verb_running,OK,"",48,0.979,0.271,0.926,-0.034,0.913,0.863,0.924,0.956,"Wähle das Bild aus, das zeigt, wie jemand rennt."
trog_2combo_big_cup,OK,"",48,0.979,0.198,0.912,-0.009,0.913,0.908,0.882,0.939,"die große Tasse."
trog_3combo_man_eat_apple,OK,"",48,0.979,0.271,0.972,0.086,0.913,0.973,1.000,0.962,"Der Mann isst einen Apfel."
trog_3combo_woman_carry_bag,OK,"",48,0.979,0.210,0.920,0.155,0.913,0.896,0.959,0.940,"die Frau trägt eine Tasche."
trog_pluralmorph_boys_pick_apples,OK,"",48,0.979,0.198,0.897,0.120,0.913,0.810,0.899,0.926,"die Jungen pflücken die Äpfel"
trog_comparative_box_bigger_cup,OK,"",48,0.979,0.137,0.956,0.019,0.913,0.963,0.972,0.976,"die Schachtel ist größer als die Tasse"
trog_inon_cup_in_box,OK,"",48,0.979,0.198,0.894,0.199,0.913,0.894,0.923,0.965,"die Tasse ist in der Schachtel"
trog_embedding_circle_star_in_red,OK,"",48,0.979,0.210,0.649,0.142,0.913,0.600,0.643,0.705,"der Kreis, in dem sich der Stern befindet, ist rot"
trog_noun_shoe,CEILING,"top of panel (p_vlm 1.00)",47,1.000,,0.947,0.384,0.956,0.800,0.961,0.968,"Wähle das Bild mit dem Schuh."
trog_noun_bird,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.953,,0.956,0.862,0.940,0.935,"Wähle das Bild mit dem Vogel."
trog_noun_comb,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.930,0.003,0.956,0.800,0.900,0.968,"Wähle das Bild mit dem Kamm."
trog_noun_apple,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.978,,0.956,0.967,0.961,0.968,"Wähle das Bild mit dem Apfel."
trog_verb_eating,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.945,0.053,0.956,0.895,1.000,0.980,"Wähle das Bild aus, das jemanden beim essen zeigt."
trog_verb_picking,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.912,0.062,0.956,0.857,0.957,0.960,"Wähle das Bild aus, das zeigt, wie jemand etwas pflückt."
trog_verb_sitting,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.948,,0.956,0.911,0.985,0.979,"Wähle das Bild aus, das zeigt, wie jemand sitzt."
trog_adjective_long,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.972,0.367,0.956,0.932,1.000,1.000,"Wähle das Bild aus, das etwas Langes zeigt."
trog_adjective_red,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.952,0.207,0.956,0.960,0.970,0.957,"Wähle das Bild aus, das etwas Rotes zeigt."
trog_adjective_black,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.973,0.353,0.956,0.929,1.000,0.980,"Wähle das Bild aus, das etwas Schwarzes zeigt."
trog_2combo_boy_run,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.988,0.418,0.956,1.000,1.000,0.979,"der Junge rennt."
trog_2combo_dog_sit,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.959,-0.085,0.956,0.904,0.985,0.938,"der Hund sitzt."
trog_2combo_red_ball,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.982,0.252,0.956,0.972,1.000,0.979,"der rote Ball."
trog_negative_boy_not_run,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.914,0.036,0.956,0.838,0.901,0.958,"der Junge rennt nicht."
trog_negative_girl_not_jump,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.958,-0.037,0.956,0.919,0.986,0.959,"das Mädchen hüpft nicht."
trog_notonly_notonly_girl_cat_sit,CEILING,"top of panel (p_vlm 1.00)",48,1.000,,0.917,0.061,0.956,0.857,0.873,0.972,"nicht nur das Mädchen, sondern auch die Katze sitzt"
