item_uid,flag,reason,n_resp,p_vlm,rpb_vlm,p_human,pb_human,p_pred_child,p_pred_age_6,p_pred_age_8,p_pred_age_10,transcript
vocab_word_fork,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the fork"
vocab_word_kitten,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the kitten"
vocab_word_knee,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the knee"
vocab_word_milkshake,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the milkshake"
vocab_word_skin,CEILING,"top of panel (p_vlm 1.00)",25,1.000,,,,0.879,0.807,0.878,0.916,"the skin"
vocab_word_wall,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the wall"
vocab_word_wheel,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,,,0.879,0.807,0.878,0.916,"the wheel"
vocab_word_farm,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.851,0.227,0.879,0.889,0.800,0.839,"the farm"
vocab_word_juggling,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.958,,0.879,1.000,0.949,1.000,"juggling"
vocab_word_dressing,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.657,0.121,0.879,0.577,0.712,0.732,"the dressing"
vocab_word_roof,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.949,0.361,0.879,0.900,0.951,1.000,"the roof"
vocab_word_peeking,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.854,0.370,0.879,0.729,0.800,0.889,"peeking"
vocab_word_ruler,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.929,0.511,0.879,0.875,0.949,0.967,"the ruler"
vocab_word_tunnel,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.939,,0.879,0.839,0.895,1.000,"the tunnel"
vocab_word_envelope,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.882,0.255,0.879,0.828,0.935,1.000,"the envelope"
vocab_word_diamond,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.780,0.244,0.879,0.561,0.830,0.935,"the diamond"
vocab_word_calendar,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.894,0.453,0.879,0.805,0.930,0.931,"the calendar"
vocab_word_panda,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.914,0.153,0.879,0.923,0.953,0.903,"the panda"
vocab_word_arrow,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.763,0.085,0.879,0.717,0.731,0.816,"the arrow"
vocab_word_dripping,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.749,0.174,0.879,0.627,0.756,0.765,"dripping"
vocab_word_knight,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.880,0.309,0.879,0.769,0.833,0.862,"the knight"
vocab_word_delivering,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.866,0.285,0.879,0.764,0.884,0.906,"delivering"
vocab_word_dentist,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.863,0.399,0.879,0.688,0.921,0.897,"the dentist"
vocab_word_uniform,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.655,-0.019,0.879,0.424,0.631,0.696,"the uniform"
vocab_word_beret,CEILING,"top of panel (p_vlm 1.00)",24,1.000,,0.585,-0.009,0.879,0.422,0.475,0.509,"the beret"
vocab_word_applaud,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.950,0.466,0.879,0.938,0.963,0.917,"applaud"
vocab_word_camp,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.863,0.299,0.879,0.906,0.857,0.815,"the camp"
vocab_word_tumble,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.881,0.204,0.879,0.788,0.880,0.946,"tumble"
vocab_word_intersection,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.762,0.132,0.879,0.821,0.723,0.829,"the intersection"
vocab_word_kazoo,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.421,-0.052,0.879,0.429,0.535,0.548,"the kazoo"
vocab_word_steam,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.849,0.256,0.879,0.816,0.913,0.833,"the steam"
vocab_word_bandage,CEILING,"top of panel (p_vlm 1.00)",26,1.000,,0.889,0.171,0.879,0.875,1.000,0.857,"the bandage"
