source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_6_M_ss2,tf1_6_T1_ss2_md,Matrix Reasoning,"tf1_6_T3_ss2_md,tf1_6_T2_ss2_md,tf1_6_T4_ss2_md",0.25,test_response,tf1_6_M_ss2,,Choose the best pattern to fill in the blank.,6,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat6,,,1.726,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_11_M_ss1,tf1_11_T1_ss1_md,Matrix Reasoning,"tf1_11_T3_ss1_md,tf1_11_T4_ss1_md,tf1_11_T2_ss1_md",0.25,test_response,tf1_11_M_ss1,,Choose the best pattern to fill in the blank.,11,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat11,,,1.755,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_62_M_ss1,tf1_62_T1_ss1_md,Matrix Reasoning,"tf1_62_T3_ss1_md,tf1_62_T2_ss1_md,tf1_62_T4_ss1_md",0.25,test_response,tf1_62_M_ss1,,Choose the best pattern to fill in the blank.,62,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat62,,,0.978,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_12_M_ss2,tf1_12_T1_ss2_md,Matrix Reasoning,"tf1_12_T3_ss2_md,tf1_12_T4_ss2_md,tf1_12_T2_ss2_md",0.25,test_response,tf1_12_M_ss2,,Choose the best pattern to fill in the blank.,12,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat12,,,3.029,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_13_M_ss3,tf1_13_T1_ss3_md,Matrix Reasoning,"tf1_13_T3_ss3_md,tf1_13_T4_ss3_md,tf1_13_T2_ss3_md",0.25,test_response,tf1_13_M_ss3,,Choose the best pattern to fill in the blank.,13,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat13,,,2.385,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_14_M_ss1,tf1_14_T1_ss1_md,Matrix Reasoning,"tf1_14_T3_ss1_md,tf1_14_T2_ss1_md,tf1_14_T4_ss1_md",0.25,test_response,tf1_14_M_ss1,,Choose the best pattern to fill in the blank.,14,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat14,,,1.536,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_49_M_ss3,tf1_49_T1_ss3_md,Matrix Reasoning,"tf1_49_T4_ss3_md,tf1_49_T2_ss3_md,tf1_49_T3_ss3_md",0.25,test_response,tf1_49_M_ss3,,Choose the best pattern to fill in the blank.,49,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat49,,,0.399,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_15_M_ss2,tf1_15_T1_ss2_md,Matrix Reasoning,"tf1_15_T3_ss2_md,tf1_15_T4_ss2_md,tf1_15_T2_ss2_md",0.25,test_response,tf1_15_M_ss2,,Choose the best pattern to fill in the blank.,15,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat15,,,1.732,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_16_M_ss3,tf1_16_T1_ss3_md,Matrix Reasoning,"tf1_16_T3_ss3_md,tf1_16_T2_ss3_md,tf1_16_T4_ss3_md",0.25,test_response,tf1_16_M_ss3,,Choose the best pattern to fill in the blank.,16,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat16,,,1.957,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_51_M_ss2,tf1_51_T1_ss2_md,Matrix Reasoning,"tf1_51_T2_ss2_md,tf1_51_T4_ss2_md,tf1_51_T3_ss2_md",0.25,test_response,tf1_51_M_ss2,,Choose the best pattern to fill in the blank.,51,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat51,,,3.636,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_17_M_ss1,tf1_17_T1_ss1_md,Matrix Reasoning,"tf1_17_T3_ss1_md,tf1_17_T4_ss1_md,tf1_17_T2_ss1_md",0.25,test_response,tf1_17_M_ss1,,Choose the best pattern to fill in the blank.,17,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat17,,,1.22,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_18_M_ss2,tf1_18_T1_ss2_md,Matrix Reasoning,"tf1_18_T3_ss2_md,tf1_18_T2_ss2_md,tf1_18_T4_ss2_md",0.25,test_response,tf1_18_M_ss2,,Choose the best pattern to fill in the blank.,18,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat18,,,2.513,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_69_M_ss2,tf1_69_T1_ss2_md,Matrix Reasoning,"tf1_69_T3_ss2_md,tf1_69_T2_ss2_md,tf1_69_T4_ss2_md",0.25,test_response,tf1_69_M_ss2,,Choose the best pattern to fill in the blank.,69,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat69,,,1.759,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_19_M_ss3,tf1_19_T1_ss3_md,Matrix Reasoning,"tf1_19_T3_ss3_md,tf1_19_T2_ss3_md,tf1_19_T4_ss3_md",0.25,test_response,tf1_19_M_ss3,,Choose the best pattern to fill in the blank.,19,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat19,,,2.867,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_20_M_ss1,tf1_20_T1_ss1_md,Matrix Reasoning,"tf1_20_T4_ss1_md,tf1_20_T2_ss1_md,tf1_20_T3_ss1_md",0.25,test_response,tf1_20_M_ss1,,Choose the best pattern to fill in the blank.,20,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat20,,,1.889,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_77_M_ss1,tf1_77_T1_ss1_md,Matrix Reasoning,"tf1_77_T3_ss1_md,tf1_77_T2_ss1_md,tf1_77_T4_ss1_md",0.25,test_response,tf1_77_M_ss1,,Choose the best pattern to fill in the blank.,77,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat77,,,2.754,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_21_M_ss2,tf1_21_T1_ss2_md,Matrix Reasoning,"tf1_21_T2_ss2_md,tf1_21_T4_ss2_md,tf1_21_T3_ss2_md",0.25,test_response,tf1_21_M_ss2,,Choose the best pattern to fill in the blank.,21,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat21,,,1.02,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_22_M_ss3,tf1_22_T1_ss3_md,Matrix Reasoning,"tf1_22_T4_ss3_md,tf1_22_T2_ss3_md,tf1_22_T3_ss3_md",0.25,test_response,tf1_22_M_ss3,,Choose the best pattern to fill in the blank.,22,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat22,,,1.473,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_71_M_ss1,tf1_71_T1_ss1_md,Matrix Reasoning,"tf1_71_T3_ss1_md,tf1_71_T2_ss1_md,tf1_71_T4_ss1_md",0.25,test_response,tf1_71_M_ss1,,Choose the best pattern to fill in the blank.,71,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat71,,,0.785,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_23_M_ss1,tf1_23_T1_ss1_md,Matrix Reasoning,"tf1_23_T2_ss1_md,tf1_23_T4_ss1_md,tf1_23_T3_ss1_md",0.25,test_response,tf1_23_M_ss1,,Choose the best pattern to fill in the blank.,23,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat23,,,0.785,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_24_M_ss2,tf1_24_T1_ss2_md,Matrix Reasoning,"tf1_24_T4_ss2_md,tf1_24_T2_ss2_md,tf1_24_T3_ss2_md",0.25,test_response,tf1_24_M_ss2,,Choose the best pattern to fill in the blank.,24,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat24,,,1.739,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_65_M_ss1,tf1_65_T1_ss1_md,Matrix Reasoning,"tf1_65_T3_ss1_md,tf1_65_T2_ss1_md,tf1_65_T4_ss1_md",0.25,test_response,tf1_65_M_ss1,,Choose the best pattern to fill in the blank.,65,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat65,,,-0.367,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_25_M_ss3,tf1_25_T1_ss3_md,Matrix Reasoning,"tf1_25_T4_ss3_md,tf1_25_T2_ss3_md,tf1_25_T3_ss3_md",0.25,test_response,tf1_25_M_ss3,,Choose the best pattern to fill in the blank.,25,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat25,,,-0.303,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_26_M_ss1,tf1_26_T1_ss1_md,Matrix Reasoning,"tf1_26_T4_ss1_md,tf1_26_T2_ss1_md,tf1_26_T3_ss1_md",0.25,test_response,tf1_26_M_ss1,,Choose the best pattern to fill in the blank.,26,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat26,,,-1.328,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_67_M_ss3,tf1_67_T1_ss3_md,Matrix Reasoning,"tf1_67_T3_ss3_md,tf1_67_T2_ss3_md,tf1_67_T4_ss3_md",0.25,test_response,tf1_67_M_ss3,,Choose the best pattern to fill in the blank.,67,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat67,,,-0.034,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_27_M_ss2,tf1_27_T1_ss2_md,Matrix Reasoning,"tf1_27_T2_ss2_md,tf1_27_T4_ss2_md,tf1_27_T3_ss2_md",0.25,test_response,tf1_27_M_ss2,,Choose the best pattern to fill in the blank.,27,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat27,,,0.55,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_28_M_ss3,tf1_28_T1_ss3_md,Matrix Reasoning,"tf1_28_T2_ss3_md,tf1_28_T4_ss3_md,tf1_28_T3_ss3_md",0.25,test_response,tf1_28_M_ss3,,Choose the best pattern to fill in the blank.,28,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat28,,,0.52,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_58_M_ss3,tf1_58_T1_ss3_md,Matrix Reasoning,"tf1_58_T2_ss3_md,tf1_58_T4_ss3_md,tf1_58_T3_ss3_md",0.25,test_response,tf1_58_M_ss3,,Choose the best pattern to fill in the blank.,58,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat58,,,1.573,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_29_M_ss1,tf1_29_T1_ss1_md,Matrix Reasoning,"tf1_29_T4_ss1_md,tf1_29_T2_ss1_md,tf1_29_T3_ss1_md",0.25,test_response,tf1_29_M_ss1,,Choose the best pattern to fill in the blank.,29,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat29,,,-0.303,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_30_M_ss2,tf1_30_T1_ss2_md,Matrix Reasoning,"tf1_30_T4_ss2_md,tf1_30_T2_ss2_md,tf1_30_T3_ss2_md",0.25,test_response,tf1_30_M_ss2,,Choose the best pattern to fill in the blank.,30,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat30,,,0.55,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_73_M_ss3,tf1_73_T1_ss3_md,Matrix Reasoning,"tf1_73_T3_ss3_md,tf1_73_T2_ss3_md,tf1_73_T4_ss3_md",0.25,test_response,tf1_73_M_ss3,,Choose the best pattern to fill in the blank.,73,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat73,,,1.383,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_31_M_ss3,tf1_31_T1_ss3_md,Matrix Reasoning,"tf1_31_T4_ss3_md,tf1_31_T2_ss3_md,tf1_31_T3_ss3_md",0.25,test_response,tf1_31_M_ss3,,Choose the best pattern to fill in the blank.,31,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat31,,,0.244,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_32_M_ss1,tf1_32_T1_ss1_md,Matrix Reasoning,"tf1_32_T4_ss1_md,tf1_32_T2_ss1_md,tf1_32_T3_ss1_md",0.25,test_response,tf1_32_M_ss1,,Choose the best pattern to fill in the blank.,32,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat32,,,0.244,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_74_M_ss1,tf1_74_T1_ss1_md,Matrix Reasoning,"tf1_74_T3_ss1_md,tf1_74_T4_ss1_md,tf1_74_T2_ss1_md",0.25,test_response,tf1_74_M_ss1,,Choose the best pattern to fill in the blank.,74,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat74,,,2.237,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_35_M_ss1,tf1_35_T1_ss1_md,Matrix Reasoning,"tf1_35_T4_ss1_md,tf1_35_T2_ss1_md,tf1_35_T3_ss1_md",0.25,test_response,tf1_35_M_ss1,,Choose the best pattern to fill in the blank.,35,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat35,,,0.244,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_75_M_ss2,tf1_75_T1_ss2_md,Matrix Reasoning,"tf1_75_T3_ss2_md,tf1_75_T2_ss2_md,tf1_75_T4_ss2_md",0.25,test_response,tf1_75_M_ss2,,Choose the best pattern to fill in the blank.,75,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat75,,,1.383,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_39_M_ss2,tf1_39_T1_ss2_md,Matrix Reasoning,"tf1_39_T4_ss2_md,tf1_39_T2_ss2_md,tf1_39_T3_ss2_md",0.25,test_response,tf1_39_M_ss2,,Choose the best pattern to fill in the blank.,39,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat39,,,0.244,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_76_M_ss3,tf1_76_T1_ss3_md,Matrix Reasoning,"tf1_76_T3_ss3_md,tf1_76_T4_ss3_md,tf1_76_T2_ss3_md",0.25,test_response,tf1_76_M_ss3,,Choose the best pattern to fill in the blank.,76,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat76,,,1.383,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_33_M_ss2,tf1_33_T1_ss2_md,Matrix Reasoning,"tf1_33_T2_ss2_md,tf1_33_T4_ss2_md,tf1_33_T3_ss2_md",0.25,test_response,tf1_33_M_ss2,,Choose the best pattern to fill in the blank.,33,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat33,,,-0.146,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_34_M_ss3,tf1_34_T1_ss3_md,Matrix Reasoning,"tf1_34_T2_ss3_md,tf1_34_T4_ss3_md,tf1_34_T3_ss3_md",0.25,test_response,tf1_34_M_ss3,,Choose the best pattern to fill in the blank.,34,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat34,,,1.043,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_72_M_ss2,tf1_72_T1_ss2_md,Matrix Reasoning,"tf1_72_T3_ss2_md,tf1_72_T2_ss2_md,tf1_72_T4_ss2_md",0.25,test_response,tf1_72_M_ss2,,Choose the best pattern to fill in the blank.,72,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat72,,,0.566,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_36_M_ss2,tf1_36_T1_ss2_md,Matrix Reasoning,"tf1_36_T4_ss2_md,tf1_36_T2_ss2_md,tf1_36_T3_ss2_md",0.25,test_response,tf1_36_M_ss2,,Choose the best pattern to fill in the blank.,36,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat36,,,-0.394,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_66_M_ss2,tf1_66_T1_ss2_md,Matrix Reasoning,"tf1_66_T3_ss2_md,tf1_66_T2_ss2_md,tf1_66_T4_ss2_md",0.25,test_response,tf1_66_M_ss2,,Choose the best pattern to fill in the blank.,66,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat66,,,-0.394,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_37_M_ss3,tf1_37_T1_ss3_md,Matrix Reasoning,"tf1_37_T4_ss3_md,tf1_37_T2_ss3_md,tf1_37_T3_ss3_md",0.25,test_response,tf1_37_M_ss3,,Choose the best pattern to fill in the blank.,37,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat37,,,0.558,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_38_M_ss1,tf1_38_T1_ss1_md,Matrix Reasoning,"tf1_38_T2_ss1_md,tf1_38_T4_ss1_md,tf1_38_T3_ss1_md",0.25,test_response,tf1_38_M_ss1,,Choose the best pattern to fill in the blank.,38,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat38,,,1.043,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_40_M_ss3,tf1_40_T1_ss3_md,Matrix Reasoning,"tf1_40_T4_ss3_md,tf1_40_T2_ss3_md,tf1_40_T3_ss3_md",0.25,test_response,tf1_40_M_ss3,,Choose the best pattern to fill in the blank.,40,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat40,,,1.108,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_68_M_ss1,tf1_68_T1_ss1_md,Matrix Reasoning,"tf1_68_T3_ss1_md,tf1_68_T4_ss1_md,tf1_68_T2_ss1_md",0.25,test_response,tf1_68_M_ss1,,Choose the best pattern to fill in the blank.,68,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat68,,,-0.394,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_41_M_ss1,tf1_41_T1_ss1_md,Matrix Reasoning,"tf1_41_T2_ss1_md,tf1_41_T4_ss1_md,tf1_41_T3_ss1_md",0.25,test_response,tf1_41_M_ss1,,Choose the best pattern to fill in the blank.,41,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat41,,,1.043,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_42_M_ss2,tf1_42_T1_ss2_md,Matrix Reasoning,"tf1_42_T2_ss2_md,tf1_42_T4_ss2_md,tf1_42_T3_ss2_md",0.25,test_response,tf1_42_M_ss2,,Choose the best pattern to fill in the blank.,42,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat42,,,0.558,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_43_M_ss3,tf1_43_T1_ss3_md,Matrix Reasoning,"tf1_43_T2_ss3_md,tf1_43_T4_ss3_md,tf1_43_T3_ss3_md",0.25,test_response,tf1_43_M_ss3,,Choose the best pattern to fill in the blank.,43,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat43,,,0.052,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_79_M_ss3,tf1_79_T1_ss3_md,Matrix Reasoning,"tf1_79_T3_ss3_md,tf1_79_T4_ss3_md,tf1_79_T2_ss3_md",0.25,test_response,tf1_79_M_ss3,,Choose the best pattern to fill in the blank.,79,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat79,,,1.427,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_44_M_ss1,tf1_44_T1_ss1_md,Matrix Reasoning,"tf1_44_T4_ss1_md,tf1_44_T2_ss1_md,tf1_44_T3_ss1_md",0.25,test_response,tf1_44_M_ss1,,Choose the best pattern to fill in the blank.,44,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat44,,,2.971,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_45_M_ss2,tf1_45_T1_ss2_md,Matrix Reasoning,"tf1_45_T2_ss2_md,tf1_45_T4_ss2_md,tf1_45_T3_ss2_md",0.25,test_response,tf1_45_M_ss2,,Choose the best pattern to fill in the blank.,45,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat45,,,1.043,,,
MarsIB-CB2-tf1,1,matrix-reasoning-prompt1,tf1_46_M_ss3,tf1_46_T1_ss3_md,Matrix Reasoning,"tf1_46_T4_ss3_md,tf1_46_T2_ss3_md,tf1_46_T3_ss3_md",0.25,test_response,tf1_46_M_ss3,,Choose the best pattern to fill in the blank.,46,Matrix Reasoning,matrix-reasoning-Mars-IB-v2,matrix-reasoning,matrix_set1_md_mat46,,,1.348,,,
