source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
Bishop1983,,trog-item-42,the box is bigger than the cup,42-box-bigger-cup,comparative/absolute,"42-box-bigger-ball,42-apple-cup-same,42-box-cup-same",0.25,test_response,trog-item-42,-1.37256142,Touch the picture that shows...,42,TROG,TROG-full,trog,trog_comparative_box_bigger_cup,,,,,,
Bishop1983,,trog-item-43,the shoe is bigger than the bird,43-shoe-bigger-bird,comparative/absolute,"43-shoe-bigger-cup,43-bird-box-same,43-bird-shoe-same",0.25,test_response,trog-item-43,-1.61846961,Touch the picture that shows...,43,TROG,TROG-full,trog,trog_comparative_shoe_bigger_bird,,,,,,
Bishop1983,,trog-item-44,the horse is taller than the wall,44-horse-small-wall,comparative/absolute,"44-horse-large-wall,44-tree-wall,44-feed-horse-apple",0.25,test_response,trog-item-44,-1.991911874,Touch the picture that shows...,44,TROG,TROG-full,trog,trog_comparative_horse_taller_wall,,,,,,
Bishop1983,,trog-item-45,the girl is chased by the horse,45-horse-chase-girl,reversible passive,"45-girl-ride-horse,45-girl-chase-horse,45-horse-chase-dog",0.25,test_response,trog-item-45,-2.369474041,Touch the picture that shows...,45,TROG,TROG-full,trog,trog_revpassive_girl_chased_horse,,,,,,
Bishop1983,,trog-item-46,the elephant is pushed by the boy,46-boy-push-elephant,reversible passive,"46-man-feed-elephant,46-boy-push-truck,46-elephant-push-boy",0.25,test_response,trog-item-46,-3.270284928,Touch the picture that shows...,46,TROG,TROG-full,trog,trog_revpassive_elephant_pushed_boy,,,,,,
Bishop1983,,trog-item-47,the horse is chased by the man,47-boy-chases-horse,reversible passive,"47-dog-chases-horse,47-horse-chases-boy,47-girl-rides-horse",0.25,test_response,trog-item-47,-2.629850918,Touch the picture that shows...,47,TROG,TROG-full,trog,trog_revpassive_horse_chased_man,,,,,,
Bishop1983,,trog-item-48,the cow is pushed by the man,48-man-pushes-cow,reversible passive,"48-cow-pushes-man,48-sheep-pushes-cow,48-man-pushes-pram",0.25,test_response,trog-item-48,-3.069308322,Touch the picture that shows...,48,TROG,TROG-full,trog,trog_revpassive_cow_pushed_man,,,,,,
Bishop1983,,trog-item-49,the cup is in the box,49-cup-in-box,in and on,"49-cup-on-box,49-box-in-cup,49-cup-beside-box",0.25,test_response,trog-item-49,-2.643544633,Touch the picture that shows...,49,TROG,TROG-full,trog,trog_inon_cup_in_box,,,,,,
Bishop1983,,trog-item-50,the pencil is on the box,50-pencil-on-box,in and on,"50-pencil-under-box,50-pencil-in-box,50-pencil-beside-box",0.25,test_response,trog-item-50,-1.1903348,Touch the picture that shows...,50,TROG,TROG-full,trog,trog_inon_pencil_on_box,,,,,,
Bishop1983,,trog-item-51,the circle is in the star,51-circle-in-star,in and on,"51-star-in-circle,51-circle-beside-star,51-star-below-circle",0.25,test_response,trog-item-51,-0.4524742355,Touch the picture that shows...,51,TROG,TROG-full,trog,trog_inon_circle_in_star,,,,,,
Bishop1983,,trog-item-52,the fork is on the shoe,52-fork-on-boot,in and on,"52-fork-beside-boot,52-fork-in-boot,52-fork-under-boot",0.25,test_response,trog-item-52,-0.7370768046,Touch the picture that shows...,52,TROG,TROG-full,trog,trog_inon_fork_on_shoe,,,,,,
Bishop1983,,trog-item-53,the boy chasing the horse is tall,53-tall-boy-chases-horse,postmodified subject,"53-horse-chases-tall-boy,53-horse-chases-boy,53-boy-chases-horse",0.25,test_response,trog-item-53,-2.846163891,Touch the picture that shows...,53,TROG,TROG-full,trog,trog_postmod_boy_chasing_horse_tall,,,,,,
Bishop1983,,trog-item-54,the pencil on the shoe is blue,54-blue-pencil-on-boot,postmodified subject,"54-yellow-pencil-on-boot,54-boot-on-blue-pencil,54-boot-on-yellow-pencil",0.25,test_response,trog-item-54,-1.270790413,Touch the picture that shows...,54,TROG,TROG-full,trog,trog_postmod_pencil_on_shoe_blue,,,,,,
Bishop1983,,trog-item-55,the cow chasing the cat is brown,55-brown-cow-chase-white-cat,postmodified subject,"55-brown-cat-chase-white-cow,55-white-cat-chase-brown-cow,55-white-cow-chase-brown-cat",0.25,test_response,trog-item-55,-1.506043694,Touch the picture that shows...,55,TROG,TROG-full,trog,trog_postmod_cow_chasing_cat_brown,,,,,,
Bishop1983,,trog-item-56,the circle in the star is yellow,56-yellow-circle-in-star,postmodified subject,"56-green-star-below-circle,56-yellow-star-in-circle,56-star-beside-circle",0.25,test_response,trog-item-56,-1.264434375,Touch the picture that shows...,56,TROG,TROG-full,trog,trog_postmod_circle_in_star_yellow,,,,,,
Bishop1983,,trog-item-57,the box but not the chair is red,57-yellow-chair-red-box,X but not Y,"57-red-chair-red-box,57-red-chair-yellow-box,57-yellow-chair-yellow-box",0.25,test_response,trog-item-57,-1.765366959,Touch the picture that shows...,57,TROG,TROG-full,trog,trog_xnoty_box_not_chair_red,,,,,,
Bishop1983,,trog-item-58,the cat is big but not black,58-big-white-cat,X but not Y,"58-big-black-cat,58-little-white-cat,58-little-black-cat",0.25,test_response,trog-item-58,-1.940382651,Touch the picture that shows...,58,TROG,TROG-full,trog,trog_xnoty_cat_big_not_black,,,,,,
Bishop1983,,trog-item-59,the horse but not the boy is standing,59-boy-jumps-horse-stands,X but not Y,"59-horse-and-boy-jump,59-horse-and-boy-stand,59-horse-jumps-boy-stands",0.25,test_response,trog-item-59,-0.2276623642,Touch the picture that shows...,59,TROG,TROG-full,trog,trog_xnoty_horse_not_boy_stand,,,,,,
Bishop1983,,trog-item-60,the boy is sitting but not eating,60-sitting-boy,X but not Y,"60-sitting-person-banana,60-standing-woman,60-standing-man-banana",0.25,test_response,trog-item-60,-0.3128566147,Touch the picture that shows...,60,TROG,TROG-full,trog,trog_xnoty_boy_sit_not_eat,,,,,,
Bishop1983,,trog-item-61,the pencil is above the flower,61-pencil-above-flower,above and below,"61-pencil-beside-flower,61-flower-above-pencil,61-flower-behind-pencil",0.25,test_response,trog-item-61,-1.385051633,Touch the picture that shows...,61,TROG,TROG-full,trog,trog_abovebelow_pencil_above_flower,,,,,,
Bishop1983,,trog-item-62,the comb is below the spoon,62-green-comb-below-spoon,above and below,"62-yellow-comb-beside-spoon,62-yellow-comb-above-spoon,62-red-comb-beside-spoon",0.25,test_response,trog-item-62,-1.99807994,Touch the picture that shows...,62,TROG,TROG-full,trog,trog_abovebelow_comb_below_spoon,,,,,,
Bishop1983,,trog-item-63,the star is above the circle,63-star-above-circle,above and below,"63-purple-star-beside-circle,63-small-star-beside-circle,63-star-below-circle",0.25,test_response,trog-item-63,0.03904125612,Touch the picture that shows...,63,TROG,TROG-full,trog,trog_abovebelow_star_above_circle,,,,,,
Bishop1983,,trog-item-64,the square is below the star,64-square-below-star,above and below,"64-square-above-star,64-square-beside-star,64-square-beside-star2",0.25,test_response,trog-item-64,-3.230933421,Touch the picture that shows...,64,TROG,TROG-full,trog,trog_abovebelow_square_below_star,,,,,,
Bishop1983,,trog-item-65,not only the bird but also the flower is blue,65-bird-blue-flower-blue,not only X but also Y,"65-bird-blue-flower-white,65-bird-white-flower-blue,65-bird-white-flower-white",0.25,test_response,trog-item-65,-1.238294058,Touch the picture that shows...,65,TROG,TROG-full,trog,trog_notonly_notonly_bird_flower_blue,,,,,,
Bishop1983,,trog-item-66,the box is not only big but also blue,66-big-blue-box,not only X but also Y,"66-big-pink-box,66-small-blue-box,66-small-pink-box",0.25,test_response,trog-item-66,-0.7429656188,Touch the picture that shows...,66,TROG,TROG-full,trog,trog_notonly_box_notonly_big_blue,,,,,,
Bishop1983,,trog-item-67,not only the girl but also the cat is sitting,67-girl-cat-sitting,not only X but also Y,"67-girl-cat-stand,67-girl-point-cat,67-girl-sit-cat-stand",0.25,test_response,trog-item-67,-2.196203105,Touch the picture that shows...,67,TROG,TROG-full,trog,trog_notonly_notonly_girl_cat_sit,,,,,,
Bishop1983,,trog-item-68,the girl has not only food but also a drink,68-banana-and-juice,not only X but also Y,"68-drink-juice,68-eat-banana,68-hands-in-pockets",0.25,test_response,trog-item-68,-0.9895605059,Touch the picture that shows...,68,TROG,TROG-full,trog,trog_notonly_girl_notonly_food_drink,,,,,,
Bishop1983,,trog-item-69,the pencil is on the book that is yellow,69-pencil-on-yellow-book,relative clause,"69-pencil-on-red-book,69-red-book-on-pencil,69-yellow-book-on-pencil",0.25,test_response,trog-item-69,-2.726740827,Touch the picture that shows...,69,TROG,TROG-full,trog,trog_relclause_pencil_on_book_that_yellow,,,,,,
Bishop1983,,trog-item-70,the girl chases the dog that is big,70-girl-chases-big-dog,relative clause,"70-dog-chases-girl,70-girl-chases-small-dog,70-girl-chases-small-dog2",0.25,test_response,trog-item-70,-2.41453005,Touch the picture that shows...,70,TROG,TROG-full,trog,trog_relclause_girl_chase_dog_that_big,,,,,,
Bishop1983,,trog-item-71,the square is in the star that is blue,71-yellow-square-in-star,relative clause,"71-star-in-blue-square,71-blue-star-in-square,71-blue-square-in-star",0.25,test_response,trog-item-71,-2.103510367,Touch the picture that shows...,71,TROG,TROG-full,trog,trog_relclause_square_in_star_that_blue,,,,,,
Bishop1983,,trog-item-72,the dog chases the horse that is brown,72-white-dog-chase-brown-horse,relative clause,"72-white-horse-chase-brown-dog,72-brown-horse-chase-white-dog,72-brown-dog-chase-white-horse",0.25,test_response,trog-item-72,-2.750604667,Touch the picture that shows...,72,TROG,TROG-full,trog,trog_relclause_dog_chase_horse_that_brown,,,,,,
Bishop1983,,trog-item-73,neither the dog nor the ball is brown,73-white-dog-white-ball,neither X nor Y,"73-brown-ball-brown-dog,73-brown-dog-white-ball,73-white-dog-brown-ball",0.25,test_response,trog-item-73,-1.286684903,Touch the picture that shows...,73,TROG,TROG-full,trog,trog_neither_dog_nor_ball_brown,,,,,,
Bishop1983,,trog-item-74,the pencil is neither long nor red,74-short-green-pencil,neither X nor Y,"74-long-red-pencil,74-long-green-pencil,74-short-red-pencil",0.25,test_response,trog-item-74,-2.973695072,Touch the picture that shows...,74,TROG,TROG-full,trog,trog_neither_pencil_long_nor_red,,,,,,
Bishop1983,,trog-item-75,neither the boy nor the horse is running,75-boy-before-horse,neither X nor Y,"75-girl-chases-horse,75-boy-chases-horse,75-boy-behind-horse",0.25,test_response,trog-item-75,0.0259093624,Touch the picture that shows...,75,TROG,TROG-full,trog,trog_neither_boy_nor_horse_run,,,,,,
Bishop1983,,trog-item-76,the boy has neither hat nor shoes,76-no-hat-no-shoes,neither X nor Y,"76-shoes-no-hat,76-hat-and-shoes,76-hat-no-shoes",0.25,test_response,trog-item-76,-1.442102294,Touch the picture that shows...,76,TROG,TROG-full,trog,trog_neither_boy_hat_nor_shoe,,,,,,
Bishop1983,,trog-item-77,the book the pencil is on is red,77-pencil-on-red-book,embedded sentence,"77-red-book-on-pencil,77-yellow-book-on-pencil,77-pencil-on-yellow-book",0.25,test_response,trog-item-77,-1.527960091,Touch the picture that shows...,77,TROG,TROG-full,trog,trog_embedding_book_pencil_on_red,,,,,,
Bishop1983,,trog-item-78,the cat the cow chases is black,78-white-cow-chase-black-cat,embedded sentence,"78-white-cat-chase-black-cow,78-black-cat-chase-white-cow,78-black-cow-chase-white-cat",0.25,test_response,trog-item-78,-1.059206631,Touch the picture that shows...,78,TROG,TROG-full,trog,trog_embedding_cat_cow_chase_black,,,,,,
Bishop1983,,trog-item-79,the circle the star is in is red,79-star-in-red-circle,embedded sentence,"79-red-circle-in-star,79-star-below-red-circle,79-star-beside-circle",0.25,test_response,trog-item-79,-1.698029161,Touch the picture that shows...,79,TROG,TROG-full,trog,trog_embedding_circle_star_in_red,,,,,,
Bishop1983,,trog-item-80,the boy the dog chases is big,80-dog-chases-tall-boy,embedded sentence,"80-small-boy-chases-dog,80-tall-boy-chases-dog,80-dog-chases-small-boy",0.25,test_response,trog-item-80,-1.325586941,Touch the picture that shows...,80,TROG,TROG-full,trog,trog_embedding_boy_dog_chase_big,,,,,,
Yeatman,,trog-item-81,the horse drank water by the barn and the sheep ate grass by the fence,81-horse-water-barn-sheep-grass,additive,"81-horse-sheep-water-barn,81-horse-sheep-grass,81-sheep-water",0.25,test_response,trog-item-81,-0.9200342883,Touch the picture that shows...,81,TROG,TROG-full,trog,trog_additive_hose_drink_sheep_eat,,,,,,
Yeatman,,trog-item-82,the student opened the notebook and drew a tree,82-notebook-tree,temporal,"82-paper-tree,82-notebook-writing,82-desk",0.25,test_response,trog-item-82,2.109663439,Touch the picture that shows...,82,TROG,TROG-full,trog,trog_temporal_student_open_notebook_draw_tree,,,,,,
Yeatman,,trog-item-83,we will have a picnic in the park if it is sunny,83-picnic-sunny-park,conditional,"83-picnic-park-rainy,83-picnic-island-rainy,83-picnic-island-sunny",0.25,test_response,trog-item-83,0.4254710254,Touch the picture that shows...,83,TROG,TROG-full,trog,trog_conditional_we_picnic_if_park_sunny,,,,,,
Yeatman,,trog-item-84,he found his keys under the couch with the pillows,84-keys-under-couch-pillows,prepositional phrase,"84-keys-under-couch-no-pillows,84-keys-on-couch,84-keys-on-couch-pillows",0.25,test_response,trog-item-84,7.658442058,Touch the picture that shows...,84,TROG,TROG-full,trog,trog_prepphrase_he_find_under_couch,,,,,,
Yeatman,,trog-item-85,she is the gardener who wears the hat that has a flower,85-gardener-flower-hat-on,dependent clause,"85-gardener-hat,85-gardener-flower-hat-off,85-gardener-flower-hat-off2",0.25,test_response,trog-item-85,-1.280546,Touch the picture that shows...,85,TROG,TROG-full,trog,trog_depclause_she_gardener_wear_hat_flower,,,,,,
Yeatman,,trog-item-86,She tripped on a rock and dropped her books.,86-trip-drop-books,causal,"86-no-trip,86-drop-books,86-trip-rock",0.25,test_response,trog-item-86,,Touch the picture that shows...,86,TROG,TROG-full,trog,trog_causal_she_trip_rock_drop_book,,,,,,
Yeatman,,trog-item-87,The teacher will give the students cake if they stand in a line.,87-woman-serves-girl-cake,conditional,"87-woman-serves-girl-cake-no-line,87-girl-serves-woman-cake,87-girl-serves-woman-cake-no-line",0.25,test_response,trog-item-87,,Touch the picture that shows...,87,TROG,TROG-full,trog,trog_conditional_teacher_give_if_stand_line,,,,,,
Yeatman,,trog-item-88,We will dance together if there is music playing.,88-play-guitar-dance,conditional,"88-play-guitars-dance,88-carry-guitar-guy-dances,88-carry-guitar-dance",0.25,test_response,trog-item-88,-1.281514,Touch the picture that shows...,88,TROG,TROG-full,trog,trog_conditional_we_dance_if_music_play,,,,,,
Yeatman,,trog-item-89,"Although it is hot outside, I am wearing a jacket with a hood.",89-hoodie-island,disjunctive,"89-hoodie-snow,89-island,89-snow",0.25,test_response,trog-item-89,,Touch the picture that shows...,89,TROG,TROG-full,trog,trog_disjunctive_although_hot_i_wear,,,,,,
Yeatman,,trog-item-90,"He likes swimming, however, he chose to play soccer with his friends.",90-they-play-soccer,disjunctive,"90-they-swim,90-he-swims,90-he-plays-soccer",0.25,test_response,trog-item-90,-2.60902,Touch the picture that shows...,90,TROG,TROG-full,trog,trog_disjunctive_he_like_however_choose,,,,,,
Yeatman,,trog-item-91,"Despite the noise in the classroom, she focused on reading her notebook.",91-throws-plane-reads,disjunctive,"91-read-write,91-they-write,91-throws-plane-writes",0.25,test_response,trog-item-91,,Touch the picture that shows...,91,TROG,TROG-full,trog,trog_disjunctive_despite_noise_she_focus,,,,,,
Yeatman,,trog-item-92,He wore the clown's hat despite its large size.,92-kid-large-hat,disjunctive,"92-clown-large-hat,92-clown-small-hat,92-kid-small-hat",0.25,test_response,trog-item-92,,Touch the picture that shows...,92,TROG,TROG-full,trog,trog_disjunctive_he_wear_despite_size,,,,,,
Yeatman,,trog-item-93,The duck following the turtle is walking across the bridge.,93-duck-on-bridge,post modified subject,"93-duck-behind-turtle,93-duck-turtle-on-bridge,93-turtle-behind-duck",0.25,test_response,trog-item-93,,Touch the picture that shows...,93,TROG,TROG-full,trog,trog_postmod_duck_following_turtle_walking,,,,,,
Yeatman,,trog-item-94,Bumping the table with my foot caused a book to fall.,94-stub-toe-book-falls,gerund phrase,"94-stub-toe,94-book-falls,94-trip-rock",0.25,test_response,trog-item-94,-2.609019671,Touch the picture that shows...,94,TROG,TROG-full,trog,trog_gerund_bump_table_case_book_fall,,,,,,
Yeatman,,trog-item-95,The person chases the dog that is big.,95-boy-chase-large-dog,relative clause,"95-boy-chase-small-dog,95-large-dog-chase-boy,95-small-dog-chase-boy",0.25,test_response,trog-item-95,,Touch the picture that shows...,95,TROG,TROG-full,trog,trog_relclause_person_chase_dog_that_big,,,,,,
Yeatman,,trog-item-96,The girl wearing a backpack was shown a flower by her friend.,96-short-girl-wear-backpack,reversible passive; relative clause,"96-both-girls-hold-backpacks,96-tall-girl-holds-backpack-and-flower,96-tall-girl-holds-flower-wears-backpack",0.25,test_response,trog-item-96,,Touch the picture that shows...,96,TROG,TROG-full,trog,trog_revpassrelclause_girl_wearing_backpack_shown_flower,,,,,,
Yeatman,,trog-item-97,"The kids cleaned the room, but forgot to put away the train.",97-train-on-rug,advanced conjunction coordinating,"97-empty-rug,97-empty-shelf,97-train-on-shelf",0.25,test_response,trog-item-97,,Touch the picture that shows...,97,TROG,TROG-full,trog,trog_conjcoord_kid_clean_but_forget,,,,,,
Yeatman,,trog-item-98,The monkey neither ate the spotted banana nor swung on the vine.,98-not-eat-not-swing,advanced conjunction coordinating,"98-eat-and-swing,98-eat-not-swing,98-swing-not-eat",0.25,test_response,trog-item-98,,Touch the picture that shows...,98,TROG,TROG-full,trog,trog_conjcoord_monkey_eat_nor_swing,,,,,,
Yeatman,,trog-item-99,"Her mom said it would be sunny. However, it rained heavily",99-rainy,advanced conjunction coordinating,"99-rainy-sun,99-stormy,99-sunny",0.25,test_response,trog-item-99,,Touch the picture that shows...,99,TROG,TROG-full,trog,trog_conjcoord_say_sunny_however_rain,,,,,,
