corpus_item_id,sheet_row,corpus_link,corpus_id,corpus_file_name,task_link,task_id,task_dir,item_id,task,answer,assessment_stage,audio_file (old),audio_file link,block_index,chance_level,d,difficulty_old,image,item,item_link,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,time_limit,trial_num,trial_type,audio_file,row,item_uid sheet,a,g,u,trial_attributes,notes,form_construct,num_cards,num_dimensions,Last Modified,item_uid_check,item_key,group,entry,item_uid_temp,task_id_temp,corpus_id_temp,item_task (from item_link),tom_scenario,task_item_link,corpus_short_name,downex,registry_parameters (from item_link),corpus_registry_version,inferred_parameters,difficulty_inferred,difficulty,discrimination,block_threshold,last_modified,corpus_language,registry_parameter_helper,registry_parameter,discrimination_registry,difficulty_registry,item_uid_language,corpus_active,story_group
mrot-v2 Rp-160,mental-rotation-v2_11,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-160,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.22503478,,Rp-160,mrot_2d_rabbit_160,mrot_2d_rabbit_160,12,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,11,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-160 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rp-160,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-120,mental-rotation-v2_12,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-120,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.24789706,,Rn-120,mrot_2d_rabbit_120,mrot_2d_rabbit_120,11,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,12,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-120 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_120,,,,mrot,,Rn-120,mrot-v2,,mrot_2d_rabbit_120 v1_6 ,v1_6,,,-2.0060,1,,6/25/2026 10:11am,,mrot_2d_rabbit_120 v1_6 ,mrot_2d_rabbit_120 v1_6 ,1.000,-2.006,mrot_2d_rabbit_120,1 checked out of 1,
mrot-v2 Rp-200,mental-rotation-v2_13,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-200,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,2.76733774,,Rp-200,mrot_2d_rabbit_160,mrot_2d_rabbit_160,14,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,13,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-200 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rp-200,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-160,mental-rotation-v2_14,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-160,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,2.86886812,,Rn-160,mrot_2d_rabbit_160,mrot_2d_rabbit_160,13,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,14,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-160 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rn-160,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-080,mental-rotation-v2_15,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-080,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,0.50163624,,Rn-080,mrot_2d_rabbit_080,mrot_2d_rabbit_080,9,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,15,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-080 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_080,,,,mrot,,Rn-080,mrot-v2,,mrot_2d_rabbit_080 v1_6 ,v1_6,,,-3.2564,1,,6/25/2026 10:11am,,mrot_2d_rabbit_080 v1_6 ,mrot_2d_rabbit_080 v1_6 ,1.000,-3.256,mrot_2d_rabbit_080,1 checked out of 1,
mrot-v2 Rp-120,mental-rotation-v2_16,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-120,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.02125816,,Rp-120,mrot_2d_rabbit_120,mrot_2d_rabbit_120,10,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,16,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-120 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_120,,,,mrot,,Rp-120,mrot-v2,,mrot_2d_rabbit_120 v1_6 ,v1_6,,,-2.0060,1,,6/25/2026 10:11am,,mrot_2d_rabbit_120 v1_6 ,mrot_2d_rabbit_120 v1_6 ,1.000,-2.006,mrot_2d_rabbit_120,1 checked out of 1,
mrot-v2 Rp-160,mental-rotation-v2_17,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-160,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.22503478,,Rp-160,mrot_2d_rabbit_160,mrot_2d_rabbit_160,12,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,17,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-160 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rp-160,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-120,mental-rotation-v2_18,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-120,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.24789706,,Rn-120,mrot_2d_rabbit_120,mrot_2d_rabbit_120,11,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,18,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-120 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_120,,,,mrot,,Rn-120,mrot-v2,,mrot_2d_rabbit_120 v1_6 ,v1_6,,,-2.0060,1,,6/25/2026 10:11am,,mrot_2d_rabbit_120 v1_6 ,mrot_2d_rabbit_120 v1_6 ,1.000,-2.006,mrot_2d_rabbit_120,1 checked out of 1,
mrot-v2 Rn-160,mental-rotation-v2_19,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-160,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,2.86886812,,Rn-160,mrot_2d_rabbit_160,mrot_2d_rabbit_160,13,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,19,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-160 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rn-160,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-200,mental-rotation-v2_20,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-200,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,3.32249883,,Rn-200,mrot_2d_rabbit_160,mrot_2d_rabbit_160,15,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,20,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-200 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rn-200,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rp-200,mental-rotation-v2_21,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-200,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,2.76733774,,Rp-200,mrot_2d_rabbit_160,mrot_2d_rabbit_160,14,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,21,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-200 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rp-200,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rp-240,mental-rotation-v2_22,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-240,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.34915150,,Rp-240,mrot_2d_rabbit_120,mrot_2d_rabbit_120,16,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,22,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-240 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_120,,,,mrot,,Rp-240,mrot-v2,,mrot_2d_rabbit_120 v1_6 ,v1_6,,,-2.0060,1,,6/25/2026 10:11am,,mrot_2d_rabbit_120 v1_6 ,mrot_2d_rabbit_120 v1_6 ,1.000,-2.006,mrot_2d_rabbit_120,1 checked out of 1,
mrot-v2 Rn-200,mental-rotation-v2_23,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-200,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,3.32249883,,Rn-200,mrot_2d_rabbit_160,mrot_2d_rabbit_160,15,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,23,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-200 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_160,,,,mrot,,Rn-200,mrot-v2,,mrot_2d_rabbit_160 v1_6 ,v1_6,,,-1.1299,1,,6/25/2026 10:11am,,mrot_2d_rabbit_160 v1_6 ,mrot_2d_rabbit_160 v1_6 ,1.000,-1.130,mrot_2d_rabbit_160,1 checked out of 1,
mrot-v2 Rn-240,mental-rotation-v2_24,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-240,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,1.45706103,,Rn-240,mrot_2d_rabbit_120,mrot_2d_rabbit_120,17,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,24,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-240 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_120,,,,mrot,,Rn-240,mrot-v2,,mrot_2d_rabbit_120 v1_6 ,v1_6,,,-2.0060,1,,6/25/2026 10:11am,,mrot_2d_rabbit_120 v1_6 ,mrot_2d_rabbit_120 v1_6 ,1.000,-2.006,mrot_2d_rabbit_120,1 checked out of 1,
mrot-v2 Rp-280,mental-rotation-v2_25,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-280,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,-0.43119730,,Rp-280,mrot_2d_rabbit_080,mrot_2d_rabbit_080,18,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,25,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-280 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_080,,,,mrot,,Rp-280,mrot-v2,,mrot_2d_rabbit_080 v1_6 ,v1_6,,,-3.2564,1,,6/25/2026 10:11am,,mrot_2d_rabbit_080 v1_6 ,mrot_2d_rabbit_080 v1_6 ,1.000,-3.256,mrot_2d_rabbit_080,1 checked out of 1,
mrot-v2 Rp-320,mental-rotation-v2_26,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rp-320,Mental Rotation,Rp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,0.44120387,,Rp-320,mrot_2d_rabbit_040,mrot_2d_rabbit_040,20,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,26,,,,,,,,,,6/25/2026 10:11am,0,"2D Rp-320 Rp-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_040,,,,mrot,,Rp-320,mrot-v2,,mrot_2d_rabbit_040 v1_6 ,v1_6,,,-4.3119,1,,6/25/2026 10:11am,,mrot_2d_rabbit_040 v1_6 ,mrot_2d_rabbit_040 v1_6 ,1.000,-4.312,mrot_2d_rabbit_040,1 checked out of 1,
mrot-v2 Rn-280,mental-rotation-v2_27,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-280,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,0.65330968,,Rn-280,mrot_2d_rabbit_080,mrot_2d_rabbit_080,19,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,27,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-280 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_080,,,,mrot,,Rn-280,mrot-v2,,mrot_2d_rabbit_080 v1_6 ,v1_6,,,-3.2564,1,,6/25/2026 10:11am,,mrot_2d_rabbit_080 v1_6 ,mrot_2d_rabbit_080 v1_6 ,1.000,-3.256,mrot_2d_rabbit_080,1 checked out of 1,
mrot-v2 Rn-320,mental-rotation-v2_28,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Rn-320,Mental Rotation,Rn-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,-0.55951420,,Rn-320,mrot_2d_rabbit_040,mrot_2d_rabbit_040,21,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,5000,,2D,mental-rotation-prompt1,28,,,,,,,,,,6/25/2026 10:11am,0,"2D Rn-320 Rn-000-silh Rp-000-silh,Rn-000-silh",2d,rabbit_040,,,,mrot,,Rn-320,mrot-v2,,mrot_2d_rabbit_040 v1_6 ,v1_6,,,-4.3119,1,,6/25/2026 10:11am,,mrot_2d_rabbit_040 v1_6 ,mrot_2d_rabbit_040 v1_6 ,1.000,-4.312,mrot_2d_rabbit_040,1 checked out of 1,
mrot-v2 Dp-200,mental-rotation-v2_29,mental-rotation-v2,mental-rotation-v2,mental-rotation-item-bank,mental-rotation,mental-rotation,levante-shape-rotation-dev,Dp-200,Mental Rotation,Dp-000-silh,test_response,mental-rotation-prompt1,mental-rotation-prompt1,1,0.50,,2.50347869,,Dp-200,mrot_2d_duck_160,mrot_2d_duck_160,34,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,5000,,2D,mental-rotation-prompt1,29,,,,,,,,,,6/25/2026 10:11am,0,"2D Dp-200 Dp-000-silh Dp-000-silh,Dn-000-silh",2d,duck_160,,,,mrot,,Dp-200,mrot-v2,,mrot_2d_duck_160 v1_6 ,v1_6,,,-1.3864,1,,6/25/2026 10:11am,,mrot_2d_duck_160 v1_6 ,mrot_2d_duck_160 v1_6 ,1.000,-1.386,mrot_2d_duck_160,1 checked out of 1,
