source,block_index,audio_file,item,answer,trial_type,response_alternatives,chance_level,assessment_stage,item_id,d,prompt,orig_item_num,task,corpus_id,task_id,item_uid,randomize,time_limit,difficulty,trial_num,required_selections,image
AMESlab,1,same-different-selection-both-triangles,Here are two pictures. Something's the same. They are both triangles.,,something-same-1,,,test_response,sds-something-same-2-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,2,0,"sm-blue-triangle,med-red-triangle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,sm-blue-triangle,something-same-2,"sm-blue-triangle,med-red-triangle",0.5,test_response,sds-something-same-2-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,2,1,lg-blue-circle
AMESlab,1,same-different-selection-both-red,Here are two pictures. Something's the same. They are both red.,,something-same-1,,,test_response,sds-something-same-3-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,3,0,"med-red-triangle,sm-red-circle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,med-red-triangle,something-same-2,"med-red-triangle,sm-red-circle",0.5,test_response,sds-something-same-3-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,3,1,med-blue-square
AMESlab,1,same-different-selection-both-large,Here are two pictures. Something's the same. They are both large.,,something-same-1,,,test_response,sds-something-same-4-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,4,0,"lg-yellow-triangle,lg-blue-circle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,lg-yellow-triangle,something-same-2,"lg-yellow-triangle,lg-blue-circle",0.5,test_response,sds-something-same-4-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,4,1,sm-yellow-square
AMESlab,1,same-different-selection-both-squares,Here are two pictures. Something's the same. They are both squares.,,something-same-1,,,test_response,sds-something-same-5-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,5,0,"sm-red-square,lg-blue-square"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,sm-red-square,something-same-2,"sm-red-square,lg-blue-square",0.5,test_response,sds-something-same-5-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,5,1,sm-yellow-triangle
AMESlab,1,same-different-selection-both-blue,Here are two pictures. Something's the same. They are both blue.,,something-same-1,,,test_response,sds-something-same-6-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,6,0,"med-blue-circle,sm-blue-square"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,med-blue-circle,something-same-2,"med-blue-circle,sm-blue-square",0.5,test_response,sds-something-same-6-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,6,1,lg-yellow-circle
AMESlab,1,same-different-selection-both-red,Here are two pictures. Something's the same. They are both red.,,something-same-1,,,test_response,sds-something-same-7-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,7,0,"lg-red-square,sm-red-triangle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,lg-red-square,something-same-2,"lg-red-square,sm-red-triangle",0.5,test_response,sds-something-same-7-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,7,1,lg-yellow-circle
AMESlab,1,same-different-selection-both-blue,Here are two pictures. Something's the same. They are both blue.,,something-same-1,,,test_response,sds-something-same-8-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,8,0,"lg-blue-square,lg-blue-circle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,lg-blue-circle,something-same-2,"lg-blue-square,lg-blue-circle",0.5,test_response,sds-something-same-8-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,8,1,sm-yellow-circle
AMESlab,1,same-different-selection-both-medium,Here are two pictures. Something's the same. They are both medium-sized.,,something-same-1,,,test_response,sds-something-same-9-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,9,0,"med-red-square,med-blue-circle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,med-red-square,something-same-2,"med-red-square,med-blue-circle",0.5,test_response,sds-something-same-9-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,9,1,sm-red-triangle
AMESlab,1,same-different-selection-both-triangles,Here are two pictures. Something's the same. They are both triangles.,,something-same-1,,,test_response,sds-something-same-10-instr,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,-3.6418366,10,0,"sm-blue-triangle,lg-red-triangle"
AMESlab,1,sds-prompt3,Here is another picture. Which of these is the same as this one?,sm-blue-triangle,something-same-2,"sm-blue-triangle,lg-red-triangle",0.5,test_response,sds-something-same-10-test,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_same_same,,,-3.6418366,10,1,sm-yellow-circle
,2,same-different-selection-instruct3,"Now you're going to see three cards,and you're going to choose two that are the same in some way. And then you're going to see the same cards again,and pick two cards that are the same in a different way.",,instructions,,,instructions,sds-instruct3,,,,same-different-selection,same-different-selection-v5,same-different-selection,,,,1,,0,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"sm-red-circle,sm-blue-triangle,lg-yellow-triangle",0.5,first_response,sds-fist3-1-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,1,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"sm-red-circle,sm-blue-triangle,lg-yellow-triangle",0.75,second_response,sds-fist3-1-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,1,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"med-blue-square,sm-red-circle,med-red-triangle",0.5,first_response,sds-fist3-2-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,2,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"med-blue-square,sm-red-circle,med-red-triangle",0.75,second_response,sds-fist3-2-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,2,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"sm-red-circle,med-blue-circle,lg-blue-triangle",0.5,first_response,sds-fist3-3-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,3,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"sm-red-circle,med-blue-circle,lg-blue-triangle",0.75,second_response,sds-fist3-3-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,3,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"sm-red-square,lg-yellow-triangle,lg-red-circle",0.5,first_response,sds-fist3-4-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,4,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"sm-red-square,lg-yellow-triangle,lg-red-circle",0.75,second_response,sds-fist3-4-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,4,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"med-yellow-square,sm-red-square,lg-yellow-triangle",0.5,first_response,sds-fist3-5-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,5,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"med-yellow-square,sm-red-square,lg-yellow-triangle",0.75,second_response,sds-fist3-5-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,5,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"sm-blue-square,med-blue-triangle,med-red-circle",0.5,first_response,sds-fist3-6-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,6,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"sm-blue-square,med-blue-triangle,med-red-circle",0.75,second_response,sds-fist3-6-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,6,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"med-red-square,sm-red-circle,lg-yellow-circle",0.5,first_response,sds-fist3-7-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,7,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"med-red-square,sm-red-circle,lg-yellow-circle",0.75,second_response,sds-fist3-7-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,7,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"lg-yellow-triangle,lg-blue-circle,sm-yellow-square",0.5,first_response,sds-fist3-8-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,8,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"lg-yellow-triangle,lg-blue-circle,sm-yellow-square",0.75,second_response,sds-fist3-8-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,8,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"med-yellow-triangle,sm-red-triangle,sm-blue-square",0.5,first_response,sds-fist3-9-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,9,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"med-yellow-triangle,sm-red-triangle,sm-blue-square",0.75,second_response,sds-fist3-9-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,9,2,
AMESlab,2,sds-2match-prompt1,Touch two cards that are the same.,,2-match,"sm-blue-circle,med-blue-square,lg-yellow-square",0.5,first_response,sds-fist3-10-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice1,,,-3.8666332,10,2,
AMESlab,2,sds-2match-prompt2,Touch two cards that are the same in a different way.,,2-match,"sm-blue-circle,med-blue-square,lg-yellow-square",0.75,second_response,sds-fist3-10-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_2match_choice2,,,-0.6553883,10,2,
AMESlab,0,same-different-selection-touch-black,Choose the star on the black card.,med-yellow-star-black,test-dimensions,"med-yellow-star-gray,med-yellow-star,med-yellow-star-striped",0.25,test_response,sds-dim-test-black,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_texture,,,-4.9103763,1,1,
AMESlab,0,same-different-selection-touch-white,Choose the star on the white card.,med-yellow-star,test-dimensions,"med-yellow-star-black,med-yellow-star-gray,med-yellow-star-striped",0.25,test_response,sds-dim-test-white,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_texture,,,-4.9103763,2,1,
AMESlab,0,same-different-selection-touch-gray,Choose the star on the gray card.,med-yellow-star-gray,test-dimensions,"med-yellow-star-black,med-yellow-star,med-yellow-star-striped",0.25,test_response,sds-dim-test-gray,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_texture,,,-4.9103763,3,1,
AMESlab,0,same-different-selection-touch-striped,Choose the star on the striped card.,med-yellow-star-striped,test-dimensions,"med-yellow-star-gray,med-yellow-star,med-yellow-star-black",0.25,test_response,sds-dim-test-striped,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_texture,,,-4.9103763,4,1,
AMESlab,0,same-different-selection-touch-1,Choose the card with 1 star.,med-red-star-black,test-dimensions,"med-red-star-2-black,med-red-star-3-black,med-red-star-4-black",0.25,test_response,sds-dim-test-1,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_number,,,-4.9103763,5,1,
AMESlab,0,same-different-selection-touch-2,Choose the card with 2 stars.,med-red-star-2-gray,test-dimensions,"med-red-star-gray,med-red-star-3-gray,med-red-star-4-gray",0.25,test_response,sds-dim-test-2,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_number,,,-4.9103763,6,1,
AMESlab,0,same-different-selection-touch-3,Choose the card with 3 stars.,med-red-star-3,test-dimensions,"med-red-star,med-red-star-2,med-red-star-4",0.25,test_response,sds-dim-test-3,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_number,,,-4.9103763,7,1,
AMESlab,0,same-different-selection-touch-4,Choose the card with 4 stars.,med-red-star-4-striped,test-dimensions,"med-red-star-striped,med-red-star-3-striped,med-red-star-2-striped",0.25,test_response,sds-dim-test-4,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_dimensions_number,,,-4.9103763,8,1,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,first_response,sds-fist4-1-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,1,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,second_response,sds-fist4-1-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,1,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,third_response,sds-fist4-1-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,1,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",,first_response,sds-fist4-2-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,2,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",,second_response,sds-fist4-2-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,2,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",,third_response,sds-fist4-2-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,2,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",,first_response,sds-fist4-3-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,3,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",,second_response,sds-fist4-3-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,3,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",,third_response,sds-fist4-3-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,3,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",,first_response,sds-fist4-4-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,4,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",,second_response,sds-fist4-4-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,4,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",,third_response,sds-fist4-4-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,4,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",,first_response,sds-fist4-5-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,5,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",,second_response,sds-fist4-5-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,5,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",,third_response,sds-fist4-5-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,5,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,first_response,sds-fist4-6-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,6,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,second_response,sds-fist4-6-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,6,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,third_response,sds-fist4-6-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,6,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",,first_response,sds-fist4-7-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,7,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",,second_response,sds-fist4-7-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,7,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",,third_response,sds-fist4-7-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,7,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",,first_response,sds-fist4-8-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,8,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",,second_response,sds-fist4-8-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,8,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",,third_response,sds-fist4-8-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,8,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",,first_response,sds-fist4-9-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,9,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",,second_response,sds-fist4-9-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,9,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",,third_response,sds-fist4-9-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,9,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,3-match,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",,first_response,sds-fist4-10-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice1,,,-3.4771184,10,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",,second_response,sds-fist4-10-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice2,,,-1.4383118,10,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,3-match,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",,third_response,sds-fist4-10-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_3match_choice3,,,0.885542,10,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,4-match,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,first_response,sds-fist5-1-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_4match_choice1,,,-2.913335,1,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,4-match,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,second_response,sds-fist5-1-second,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_4match_choice2,,,-1.0786745,1,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,4-match,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,third_response,sds-fist5-1-third,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_4match_choice3,,,0.758737,1,2,
AMESlab,2,sds-2match-prompt2,Touch two pictures that are the same in a different way.,,4-match,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,fourth_response,sds-fist5-1-fourth,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_4match_choice4,,,1.8597702,1,2,
AMESlab,2,sds-2match-prompt1,Touch two pictures that are the same.,,4-match,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",,first_response,sds-fist5-2-first,,,,same-different-selection,same-different-selection-v5,same-different-selection,sds_4match_choice1,,,-2.913335,2,2,
